"Accession","Rich_1","Rich_2","Rich_3","Gene","Protein"
"P26798",4.43842728498704e-06,5.00407987945341e-06,4.7996516146589e-06,"YDR123C","INO2"
"P27351",1.60387741958884e-05,1.63446873309136e-05,1.45552111648684e-05,"YJR005W","APL1"
"P27466",3.13175763118228e-05,3.46722831975306e-05,3.3946569332755e-05,"YFR014C","CMK1"
"P27472",1.19408123109736e-05,1.11237285414626e-05,1.00657306734406e-05,"YLR258W","GSY2"
"P27476",0.000257456871527223,0.000257300026626633,0.000255258715451302,"YGR159C","NSR1"
"P27514",2.46626649976724e-05,2.18407739929402e-05,2.19274828637705e-05,"YNR013C","PHO91"
"P27515",7.48867980823814e-06,7.30636723329402e-06,6.77867402275479e-06,"YNR012W","URK1"
"P27614",0.000226745792005203,0.000251952765572938,0.00025346088327025,"YJL172W","CPS1"
"P27616",0.00195166205160573,0.00201019661913128,0.00191163124367989,"YAR015W","ADE1"
"P27636",3.38195389180168e-07,3.76712346457175e-07,3.80638072004442e-07,"YAR019C","CDC15"
"P27637",2.28508391169376e-06,2.36469413260909e-06,2.46056947116736e-06,"YAR014C","BUD14"
"P27680",4.91487635067415e-07,5.5979148161966e-07,5.3670726178106e-07,"YOL096C","COQ3"
"P27692",9.58462416183049e-05,9.90495370996616e-05,9.9165874967332e-05,"YML010W","SPT5"
"P27697",1.33108143184661e-05,1.45575676420418e-05,1.44967787932182e-05,"YGL119W","COQ8"
"P27801",2.25806582593699e-05,2.31866933773848e-05,2.33897398657649e-05,"YLR148W","PEP3"
"P27809",3.34117913419387e-05,3.67104028090668e-05,3.60775967662343e-05,"YDR483W","KRE2"
"P27810",9.62585901959791e-05,0.000108653168282375,0.000109176576506468,"YOR099W","KTR1"
"P27825",5.58701554283407e-06,5.76926555666321e-06,5.8462470265983e-06,"YAL058W","CNE1"
"P27882",1.10497641207592e-05,1.15264256323736e-05,1.18129382352928e-05,"YGR029W","ERV1"
"P27895",1.30185580118519e-05,1.36503045320231e-05,1.31242254134395e-05,"YEL061C","CIN8"
"P27929",1.86859242645095e-05,1.83127613852041e-05,1.89961372541562e-05,"YNL137C","NAM9"
"P27999",1.59916587202189e-05,1.69586390225669e-05,1.65746932731942e-05,"YGL070C","RPB9"
"P28000",4.52943620784503e-06,5.0672962982892e-06,4.89666813215836e-06,"YNL113W","RPC19"
"P28004",1.03423846385989e-06,1.13635546680657e-06,1.22432056716652e-06,"YAL032C","PRP45"
"P28005",9.90734687764051e-06,1.00667897564669e-05,1.00628702325483e-05,"YAL033W","POP5"
"P28007",1.9025685268354e-05,2.068192757394e-05,2.04018047363453e-05,"YHR089C","GAR1"
"P28239",8.91451226676013e-06,9.35243012518115e-06,1.00706697693024e-05,"YMR267W","PPA2"
"P28240",8.22551816119947e-05,8.33519536692892e-05,9.03277694570417e-05,"YER065C","ICL1"
"P28241",0.000420359806141118,0.000437114255902489,0.000442154730153254,"YOR136W","IDH2"
"P28263",1.17896497196627e-05,1.23041181571352e-05,1.21764894700576e-05,"YEL012W","UBC8"
"P28272",0.000301095846874889,0.000317113672679754,0.000296578559566962,"YKL216W","URA1"
"P28273",8.6209828578467e-05,9.13955655051156e-05,8.73059454183134e-05,"YKL215C","OXP1"
"P28274",0.000479298080950103,0.000481773567427373,0.000475497249294575,"YBL039C","URA7"
"P28320",6.95727128634082e-07,6.33144415936275e-07,7.05831311777325e-07,"YKL095W","YJU2"
"P28321",6.16196617410687e-06,7.13276152268307e-06,6.98941181486984e-06,"YKL094W","YJU3"
"P28495",2.21906887721795e-05,2.35226297692553e-05,2.27603762497338e-05,"YKL007W","CAP1"
"P28496",1.46808869868111e-05,1.62193807185768e-05,1.65153810118755e-05,"YKL008C","LAC1"
"P28625",2.73997347654192e-06,3.15073820307799e-06,3.07595042449732e-06,"YMR152W","YIM1"
"P28707",0.000236369993325378,0.000232255745796975,0.000233622123735865,"YKL117W","SBA1"
"P28708",6.55380736673597e-06,6.91056537509608e-06,6.64412574615981e-06,"YKL116C","PRR1"
"P28737",2.63254084754706e-05,2.88474082012982e-05,2.83021507073838e-05,"YGR028W","MSP1"
"P28742",1.26459206032672e-06,1.34996477857582e-06,1.35737193039371e-06,"YBL063W","KIP1"
"P28743",1.57942259067803e-06,1.64215786669413e-06,1.62858204352337e-06,"YPL155C","KIP2"
"P28777",0.000300250988833617,0.000288260438603888,0.000278373342922081,"YGL148W","ARO2"
"P28778",8.23091771094741e-06,8.7487886620311e-06,9.09624362660001e-06,"YKL003C","MRP17"
"P28789",2.58272274184534e-05,2.60425789712572e-05,2.348161456536e-05,"YDL205C","HEM3"
"P28791",2.32593110127604e-06,2.60051648517785e-06,2.43590332123096e-06,"YDR498C","SEC20"
"P28795",3.21032534413136e-05,2.86579424435318e-05,2.84739260161777e-05,"YDR329C","PEX3"
"P28817",5.5627264218891e-05,5.83180018018734e-05,6.18430403326333e-05,"YDR036C","EHD3"
"P28834",0.000231315348852786,0.0002276204498673,0.000239485225326855,"YNL037C","IDH1"
"P29055",1.87583656362083e-05,1.9909271437744e-05,1.96291275136234e-05,"YPR086W","SUA7"
"P29056",5.28362116412341e-06,5.67793932735947e-06,5.99243927994989e-06,"YGR246C","BRF1"
"P29295",5.69522665721327e-06,6.1223676154529e-06,6.18322584397095e-06,"YPL204W","HRR25"
"P29311",0.000958187822734891,0.00101176982057043,0.000960282217487289,"YER177W","BMH1"
"P29453",0.00064852559749043,0.000664382933320009,0.000671546959468798,"YLL045C","RPL8B"
"P29465",1.47549010427151e-05,1.48489657026248e-05,1.46924315349199e-05,"YBR023C","CHS3"
"P29468",5.22469493967034e-05,5.22011528498201e-05,5.4807516342518e-05,"YKR002W","PAP1"
"P29469",3.03346128603968e-05,3.28269521561008e-05,3.27805540816913e-05,"YBL023C","MCM2"
"P29478",1.02625775838564e-05,1.10611359099274e-05,1.12807235149707e-05,"YML105C","SEC65"
"P29496",8.85857545367799e-05,9.19950180297002e-05,9.01060615827055e-05,"YLR274W","MCM5"
"P29509",0.00085396029739844,0.000886796399588048,0.000891860526589324,"YDR353W","TRR1"
"P29539",3.24141432436117e-06,3.32164266137422e-06,3.46603890933137e-06,"YBR275C","RIF1"
"P29547",0.000223667602518053,0.000231221710962071,0.000242770108667864,"YPL048W","CAM1"
"P29703",5.0829028107436e-06,5.81655698766473e-06,5.50659536097052e-06,"YKL019W","RAM2"
"P29704",0.000350902952589479,0.000425264568085019,0.000421031385433042,"YHR190W","ERG9"
"P29952",0.000519098040478881,0.00055519411078124,0.000535507930916636,"YER003C","PMI40"
"P30283",3.91819587023064e-07,3.63916718495033e-07,3.73799461970208e-07,"YPR120C","CLB5"
"P30402",5.74653108573909e-06,6.62950811678366e-06,6.58246471886842e-06,"YMR271C","URA10"
"P30605",3.91654043927814e-07,4.26372886802685e-07,4.21808244871898e-07,"YDR497C","ITR1"
"P30619",2.04974848403231e-05,2.18024041143437e-05,2.19085145842093e-05,"YDR164C","SEC1"
"P30624",2.87400271155887e-05,3.29777866531706e-05,2.98546176966533e-05,"YOR317W","FAA1"
"P30656",6.17469541407337e-05,6.49106584078909e-05,6.39424158931798e-05,"YPR103W","PRE2"
"P30657",0.000116740205904745,0.000117608178592373,0.000114139522779751,"YFR050C","PRE4"
"P30665",4.73681207243461e-05,5.08947441753485e-05,5.11899655224794e-05,"YPR019W","MCM4"
"P30771",2.76418273685723e-05,2.85732891996043e-05,2.9341807405752e-05,"YMR080C","NAM7"
"P30775",3.98076200765853e-06,4.64344133726565e-06,4.98291340999293e-06,"YGL143C","MRF1"
"P30777",1.32467121262864e-06,1.60045602810855e-06,1.43483108006086e-06,"YGL142C","GPI10"
"P30822",0.000269769392490959,0.000297040327551334,0.000301461202900998,"YGR218W","CRM1"
"P30902",0.00019573263613161,0.00021691368483934,0.000214888694292836,"YKL016C","ATP7"
"P30952",0.00028982360798841,0.000298985316454577,0.000302726829441507,"YNL117W","MLS1"
"P31115",6.19882145397195e-06,7.13514417806705e-06,6.78676730854822e-06,"YFL001W","DEG1"
"P31116",0.000717478475719688,0.000738484391630235,0.000744873034936995,"YJR139C","HOM6"
"P31334",1.20281333493965e-06,1.26107707489599e-06,1.25898637424047e-06,"YGR220C","MRPL9"
"P31373",0.000128942090172028,0.000127264289524414,0.000131699639649156,"YAL012W","CYS3"
"P31374",1.05234712699289e-05,1.13435159088176e-05,1.11318405459156e-05,"YAL017W","PSK1"
"P31377",6.27275733886656e-06,7.1053552184783e-06,7.06235978243841e-06,"YAL014C","SYN8"
"P31380",3.00936400181695e-05,3.10143540688965e-05,3.05716119680419e-05,"YAL019W","FUN30"
"P31382",0.000169630241553995,0.000181923003712361,0.0001831020654095,"YAL023C","PMT2"
"P31383",0.000235259371004736,0.000272519653605565,0.000272778153244171,"YAL016W","TPD3"
"P31384",2.12333932169607e-05,2.22009833531977e-05,2.21853993643374e-05,"YAL021C","CCR4"
"P31385",4.21659482327139e-06,4.84961614822059e-06,4.68897680784504e-06,"YAL013W","DEP1"
"P31412",0.000442680076567109,0.000451677793730292,0.000450248802906458,"YKL080W","VMA5"
"P31539",0.00153431061475283,0.00160898796155254,0.001591700162412,"YLL026W","HSP104"
"P31688",0.000124659409441347,0.000126614906302956,0.000127364093970616,"YDR074W","TPS2"
"P31755",4.71211351356045e-07,5.65247651926379e-07,5.47097451664995e-07,"YGL038C","OCH1"
"P31787",9.58277605385835e-05,0.000131652259587123,0.000115653935292953,"YGR037C","ACB1"
"P32048",3.38710528042566e-06,3.6643628613117e-06,3.64137914203407e-06,"YNL073W","MSK1"
"P32074",0.000366753714936839,0.000405463710478136,0.000408422327943384,"YNL287W","SEC21"
"P32178",0.000149643027950288,0.000156653005652098,0.000151137706634134,"YPR060C","ARO7"
"P32179",8.88393585244562e-05,8.42288842492586e-05,8.22115191601733e-05,"YOL064C","MET22"
"P32190",2.02887942748557e-05,1.90897931326151e-05,2.18808457832701e-05,"YHL032C","GUT1"
"P32191",3.44849900395511e-05,3.47235451265578e-05,3.68174468749265e-05,"YIL155C","GUT2"
"P32259",2.56912437188407e-06,2.74362702209291e-06,2.73492728854956e-06,"YNL236W","SIN4"
"P32263",0.000578192496208186,0.000574212161790643,0.00057649755652744,"YER023W","PRO3"
"P32264",7.79028656694866e-05,7.90863214699982e-05,7.8136646483737e-05,"YDR300C","PRO1"
"P32266",4.55936136615903e-05,4.95768681685794e-05,5.13778775229139e-05,"YOR211C","MGM1"
"P32288",0.00155951927901111,0.00150876552767073,0.00146423101887899,"YPR035W","GLN1"
"P32316",0.000218961283817065,0.000246171743165546,0.00025019830119434,"YBL015W","ACH1"
"P32317",1.40288762940741e-05,1.41074458126965e-05,1.44349403188995e-05,"YEL052W","AFG1"
"P32319",4.25343999882868e-05,4.41743904841284e-05,4.3213799200431e-05,"YBL017C","PEP1"
"P32324",0.0189186506497306,0.0193339324710557,0.0196993093899879,"YOR133W","EFT1"
"P32327",0.000190717709833599,0.000187504302668081,0.000190319043968405,"YBR218C","PYC2"
"P32328",3.72316574244821e-06,3.51751896465475e-06,3.68665268147943e-06,"YPR111W","DBF20"
"P32329",5.65885595690024e-06,7.39032756151279e-06,6.91975075453849e-06,"YLR120C","YPS1"
"P32331",9.70610253620162e-05,9.73251220555547e-05,0.000101383301874519,"YPR058W","YMC1"
"P32332",5.43912441361837e-05,5.27932356092676e-05,5.68027780552219e-05,"YKL120W","OAC1"
"P32333",5.17331405486222e-05,5.32389974559152e-05,5.40795690097585e-05,"YPL082C","MOT1"
"P32335",8.73715465748009e-05,8.87499830122423e-05,9.09583566934597e-05,"YLR203C","MSS51"
"P32336",2.49152678631524e-06,2.95566704216834e-06,2.84466596297637e-06,"YOR373W","NUD1"
"P32337",0.000233619011582199,0.000237146847039416,0.000246899689739167,"YMR308C","PSE1"
"P32338",2.72394496346751e-07,2.30335874980794e-07,2.25819981095118e-07,"YGR044C","RME1"
"P32340",4.99927376064023e-05,5.18967707540519e-05,5.4194907398806e-05,"YML120C","NDI1"
"P32341",2.63252171185344e-05,2.42558837019399e-05,2.68078215631401e-05,"YKL119C","VPH2"
"P32342",5.59150212900929e-06,6.27251584642238e-06,6.10033248846064e-06,"YKL122C","SRP21"
"P32343",1.01652221224484e-06,1.11349214424288e-06,1.05862315796906e-06,"YKL124W","SSH4"
"P32345",1.4375119833003e-05,1.4371062656181e-05,1.34696718654758e-05,"YDR075W","PPH3"
"P32347",5.46271927883629e-05,5.90018569145931e-05,6.09622581382071e-05,"YDR047W","HEM12"
"P32349",0.000116167782294461,0.000124012801524617,0.000121344878963463,"YPR190C","RPC82"
"P32351",9.96945140174706e-06,1.05366109439141e-05,1.07765903473175e-05,"YIL154C","IMP2'"
"P32352",0.000580490794447935,0.000688225612716287,0.000625582702546434,"YMR202W","ERG2"
"P32353",4.95861308152973e-05,6.99340210301599e-05,5.91807499516233e-05,"YLR056W","ERG3"
"P32354",4.03740668426076e-07,4.27522210933652e-07,4.57429561888948e-07,"YIL150C","MCM10"
"P32356",2.79532467212354e-05,2.97705475744902e-05,2.7248655780667e-05,"YDR001C","NTH1"
"P32361",8.61118290701223e-07,9.40011249389053e-07,9.7049037749053e-07,"YHR079C","IRE1"
"P32364",1.86053218386951e-05,1.90817293937172e-05,1.91137060875517e-05,"YKL079W","SMY1"
"P32366",0.000847838051215116,0.000911378090829622,0.00088495880360012,"YLR447C","VMA6"
"P32367",9.5444234269152e-06,9.91648206115369e-06,9.9202164447927e-06,"YBR123C","TFC1"
"P32368",0.000162367011514374,0.000172556229426154,0.000172395402066177,"YKL212W","SAC1"
"P32377",0.000225398159538052,0.00025458426444936,0.000241936734991627,"YNR043W","MVD1"
"P32378",5.25794808215267e-06,5.81099522871114e-06,5.76642561561089e-06,"YNR041C","COQ2"
"P32379",0.000501754211600527,0.000523731548592558,0.000509061087621155,"YGR253C","PUP2"
"P32380",8.48961781366298e-06,8.75371381711606e-06,8.41932412987885e-06,"YDR356W","SPC110"
"P32381",0.000156050373049283,0.000171716517521712,0.000175990572580851,"YDL029W","ARP2"
"P32386",0.000171611009569159,0.000177384870668638,0.000174300915962666,"YLL048C","YBT1"
"P32387",2.20302337873951e-06,2.46091117677096e-06,2.36654459533691e-06,"YDR405W","MRP20"
"P32388",6.32070837325423e-06,6.8733965187148e-06,6.47710942625753e-06,"YKL167C","MRP49"
"P32389",2.11295014836725e-06,1.97737321536109e-06,1.8634328614122e-06,"YNL103W","MET4"
"P32419",6.77850791402903e-05,7.41767861610463e-05,7.56686771803019e-05,"YDL078C","MDH3"
"P32445",0.000240936451995111,0.000251837379467713,0.000245605810117673,"YCR028C-A","RIM1"
"P32447",3.69696350603811e-05,3.80641744079654e-05,3.36256052243846e-05,"YJL115W","ASF1"
"P32449",0.00101011463361985,0.000945830770126923,0.000967183941637789,"YBR249C","ARO4"
"P32451",2.71690597036267e-05,2.91594298853346e-05,2.7107541633269e-05,"YGR286C","BIO2"
"P32452",6.55710149117407e-06,7.12117833618387e-06,7.11854308616219e-06,"YNL316C","PHA2"
"P32453",2.68339680278032e-05,2.90333920745074e-05,2.91196592264766e-05,"YNL315C","ATP11"
"P32454",0.000217469823646937,0.000234228241100234,0.000235821422761782,"YKL157W","APE2"
"P32457",0.000168497214780909,0.000175148457648176,0.000176085723208117,"YLR314C","CDC3"
"P32458",2.11539142040986e-05,2.16913160286777e-05,1.9337385332096e-05,"YJR076C","CDC11"
"P32460",1.89680493316493e-06,2.24844176457146e-06,2.23905282063001e-06,"YIR030C","DCG1"
"P32461",6.67512053853112e-06,6.97900374585142e-06,6.75945397561164e-06,"YKL191W","DPH2"
"P32462",3.31062611973392e-06,3.54553065187365e-06,3.62816423118193e-06,"YNL280C","ERG24"
"P32463",1.62717509515535e-05,1.56603561652344e-05,1.32071695045783e-05,"YKL192C","ACP1"
"P32464",4.2837584685213e-06,5.04340634164655e-06,5.01471356276158e-06,"YKL189W","HYM1"
"P32465",3.42290539612767e-05,3.64404783035589e-05,3.53412858319301e-05,"YHR094C","HXT1"
"P32466",0.000434174626383128,0.000494478095893064,0.000464700243375855,"YDR345C","HXT3"
"P32467",8.57441593290178e-05,9.6928444784126e-05,9.32624734367481e-05,"YHR092C","HXT4"
"P32468",0.000121802545314818,0.000125724064166035,0.000126083870254097,"YHR107C","CDC12"
"P32469",5.86347754240373e-05,6.48235386261233e-05,6.41479499555279e-05,"YLR172C","DPH5"
"P32471",0.000991763494127101,0.000995755135745047,0.000954843506156329,"YAL003W","EFB1"
"P32472",2.35998854363424e-05,2.27210008610141e-05,2.0548214206104e-05,"YDR519W","FPR2"
"P32473",0.000532896313182543,0.000526605470100978,0.000512497497862991,"YBR221C","PDB1"
"P32474",8.45004009166485e-05,0.00010005667020305,9.61560157818174e-05,"YDR518W","EUG1"
"P32476",0.000303637652752888,0.00043153674363363,0.000339955973303246,"YGR175C","ERG1"
"P32477",3.65283079664527e-05,3.84860510376842e-05,3.9656744166183e-05,"YJL101C","GSH1"
"P32478",7.77600072332701e-07,7.91551108913559e-07,7.7988391287625e-07,"YJL159W","HSP150"
"P32480",7.52202397949072e-06,7.96181592084379e-06,7.85201761732812e-06,"YOR038C","HIR2"
"P32481",0.000488969979196053,0.00051245993668362,0.000513184313625856,"YER025W","GCD11"
"P32485",0.000118051898125323,0.000131745857120852,0.000125723282007137,"YLR113W","HOG1"
"P32486",6.27879914169017e-05,6.65820992382569e-05,6.24431950827877e-05,"YPR159W","KRE6"
"P32487",6.054176968335e-05,6.51770099765307e-05,6.23019356356814e-05,"YNL268W","LYP1"
"P32491",1.70780324646104e-06,1.58551183002078e-06,1.39705253565253e-06,"YPL140C","MKK2"
"P32492",3.73001115601895e-05,3.94402150684814e-05,3.8781934105855e-05,"YAL029C","MYO4"
"P32494",9.74037583570529e-06,1.06452284736808e-05,1.07850616218267e-05,"YDR176W","NGG1"
"P32495",1.00574710441104e-05,9.37070670935133e-06,9.87800328579795e-06,"YDL208W","NHP2"
"P32496",0.000211680918213593,0.000240900807728482,0.000242455450376269,"YFR052W","RPN12"
"P32497",0.000900480904142713,0.000889713320597862,0.000976574108384259,"YMR309C","NIP1"
"P32499",0.000185640031819078,0.000181875793446758,0.000182433534164,"YLR335W","NUP2"
"P32500",7.20695200558403e-05,7.46630720399807e-05,7.48645072669873e-05,"YML031W","NDC1"
"P32501",0.000129905637319812,0.000130071827818946,0.000130015737249654,"YDR211W","GCD6"
"P32502",6.47939772127025e-05,6.84508320115543e-05,6.64894795094981e-05,"YLR291C","GCD7"
"P32504",1.88930980806586e-05,1.41983108008796e-05,1.79951190629974e-05,"YGR140W","CBF2"
"P32505",2.8359587553455e-06,3.03287439814238e-06,3.02020985501108e-06,"YGL122C","NAB2"
"P32521",0.00015756593901817,0.00015800174209139,0.000155571984721743,"YIR006C","PAN1"
"P32523",1.79148113960879e-05,1.9387727710404e-05,1.8913483251088e-05,"YLL036C","PRP19"
"P32524",3.28052719592737e-06,3.35368623595186e-06,3.04613038930432e-06,"YJL203W","PRP21"
"P32525",3.61041307320263e-06,3.66410728901259e-06,3.81818119568949e-06,"YJL201W","ECM25"
"P32527",0.000286945393713687,0.00029087090198031,0.000294112546807375,"YGR285C","ZUO1"
"P32528",0.000106435643849734,0.000111372912314666,0.000100747034221671,"YBR208C","DUR1,2"
"P32558",0.000356350753989077,0.000343800061556626,0.000342654084848012,"YGL207W","SPT16"
"P32561",9.67177937563758e-06,1.09740990782467e-05,1.06287113238085e-05,"YNL330C","RPD3"
"P32563",0.000415617251235373,0.000437973441629054,0.000446997313508431,"YOR270C","VPH1"
"P32564",4.24955383406226e-06,6.29529086575361e-06,5.32635363221334e-06,"YGR049W","SCM4"
"P32565",0.00102907507681491,0.00110133949521128,0.00110574254491285,"YIL075C","RPN2"
"P32566",3.79263145071141e-05,4.51275488512544e-05,4.47744951089719e-05,"YGR229C","SMI1"
"P32567",6.1996172247883e-06,6.92184034043444e-06,6.81141680880131e-06,"YMR165C","PAH1"
"P32568",3.8057927574264e-05,4.05510064850352e-05,3.67227832469081e-05,"YDR011W","SNQ2"
"P32569",1.12837059412138e-05,1.26380605798588e-05,1.29212787710485e-05,"YER022W","SRB4"
"P32571",6.23717954616621e-06,6.57695715318399e-06,6.68394046391119e-06,"YDR069C","DOA4"
"P32573",5.25339490617401e-06,4.3388671796583e-06,4.63294198565358e-06,"YNL202W","SPS19"
"P32578",1.43202859578664e-06,1.69987697988443e-06,1.68720730305993e-06,"YDR422C","SIP1"
"P32579",1.02052941172944e-05,1.16929403510838e-05,1.14355055902041e-05,"YGL169W","SUA5"
"P32582",0.00112380804519123,0.00122993998674484,0.00115718466692094,"YGR155W","CYS4"
"P32583",3.52678048921097e-05,4.02516880001609e-05,4.05146133013998e-05,"YKR092C","SRP40"
"P32585",6.55294181551852e-06,6.5290453149025e-06,6.72655941126132e-06,"YGR104C","SRB5"
"P32588",0.000488478201506798,0.000490689648250617,0.000487048984713098,"YNL016W","PUB1"
"P32589",0.00359308458574559,0.00382394681658719,0.00381157647195078,"YPL106C","SSE1"
"P32590",1.42462932100219e-05,1.51834399982494e-05,1.51628706271213e-05,"YBR169C","SSE2"
"P32591",7.76186496902884e-05,8.60125920253639e-05,8.57319335342536e-05,"YJL176C","SWI3"
"P32597",9.99990212002257e-05,0.000111155219437496,0.000111247298869587,"YIL126W","STH1"
"P32598",0.000229893961501349,0.0002351350786861,0.000237080127146315,"YER133W","GLC7"
"P32599",0.000240608188104089,0.000264720199753249,0.000265069620594905,"YDR129C","SAC6"
"P32600",3.31476925043447e-05,3.4545352793615e-05,3.46901847057673e-05,"YKL203C","TOR2"
"P32602",0.000134259291095967,0.000145167403135818,0.000137667837226731,"YBL050W","SEC17"
"P32604",2.26879706063867e-05,2.34844260419044e-05,2.36715603336315e-05,"YJL155C","FBP26"
"P32606",7.03838732012791e-07,6.84141582398154e-07,7.1882621157556e-07,"YOR017W","PET127"
"P32608",4.70644488155931e-05,4.64154919590489e-05,4.68706504318684e-05,"YGL252C","RTG2"
"P32609",5.68679793141356e-06,5.67129447661545e-06,6.42478844925031e-06,"YDR323C","PEP7"
"P32610",0.000221214773080966,0.000238427473069226,0.000242887553414108,"YEL051W","VMA8"
"P32611",3.03947284394325e-07,3.10737147952695e-07,3.05565537458438e-07,"YEL050C","RML2"
"P32613",2.3166257988599e-05,2.48638280779668e-05,2.50991809219928e-05,"YEL048C","TCA17"
"P32614",0.000785602138438373,0.000768402680441439,0.000809612975955264,"YEL047C","FRD1"
"P32621",2.24446487726243e-05,2.40439338851584e-05,2.43834397039612e-05,"YEL042W","GDA1"
"P32623",0.000252634278408772,0.000242391251406114,0.000251706878790165,"YEL040W","UTR2"
"P32626",2.28703703896837e-05,2.6489436345892e-05,2.45355821936408e-05,"YEL038W","UTR4"
"P32628",0.000209076124648193,0.0002286886715396,0.000224083984325711,"YEL037C","RAD23"
"P32629",5.51255781351967e-05,5.62250357272515e-05,5.81728732302947e-05,"YEL036C","ANP1"
"P32639",1.70156009128376e-05,1.70942445588336e-05,1.56360164867406e-05,"YER172C","BRR2"
"P32642",1.19461795915126e-05,1.30914329174423e-05,1.28185777321868e-05,"YER174C","GRX4"
"P32643",1.3913514207311e-05,1.52876906551304e-05,1.45996113200808e-05,"YER175C","TMT1"
"P32644",1.31276092684076e-05,1.40822817965901e-05,1.33144253859469e-05,"YER176W","ECM32"
"P32656",3.13766808164967e-06,3.2836580961669e-06,3.42179050209937e-06,"YER163C","GCG1"
"P32657",2.73016264352084e-05,2.9232415953417e-05,2.9076261461167e-05,"YER164W","CHD1"
"P32660",2.1988077871938e-05,2.3703190547224e-05,2.31156382146617e-05,"YER166W","DNF1"
"P32767",3.55702273445676e-05,3.72199966981589e-05,3.72943141794469e-05,"YGL016W","KAP122"
"P32769",1.52054884457753e-05,1.60125754851671e-05,1.5815255094365e-05,"YKR084C","HBS1"
"P32770",8.10028115994458e-06,8.06444782981413e-06,7.8545000557777e-06,"YDL167C","NRP1"
"P32771",1.24184086392885e-05,1.27434743996811e-05,1.26203419693253e-05,"YDL168W","SFA1"
"P32774",8.03899302023521e-05,8.88860512359818e-05,8.3761131573264e-05,"YKL058W","TOA2"
"P32775",1.14620384714664e-05,1.32375364706564e-05,1.30334277848549e-05,"YEL011W","GLC3"
"P32776",9.28534644140893e-06,1.0072847126736e-05,1.01271194492578e-05,"YDR311W","TFB1"
"P32783",1.7834132050116e-05,1.98965868513324e-05,2.04866358834855e-05,"YBR236C","ABD1"
"P32784",1.4657524655831e-05,1.53454564910853e-05,1.47051400213766e-05,"YBL011W","SCT1"
"P32785",1.51877414152962e-06,1.55324946725406e-06,1.53130773091148e-06,"YBL013W","FMT1"
"P32787",1.94880710849655e-06,2.30472363112334e-06,2.29111857562091e-06,"YJR144W","MGM101"
"P32788",1.55018569817346e-06,1.60328520213769e-06,1.73944910365557e-06,"YBL010C","YBL010C"
"P32790",6.28442166617972e-05,6.7407013229227e-05,6.89696461834392e-05,"YBL007C","SLA1"
"P32792",6.20118538985061e-06,7.00955071684908e-06,7.2388094532007e-06,"YHR017W","YSC83"
"P32793",4.78323017383312e-06,6.29175470261664e-06,5.8931479072224e-06,"YHR016C","YSC84"
"P32794",3.15630728853457e-05,3.25578433829334e-05,3.17988050824818e-05,"YLR397C","AFG2"
"P32795",5.45561856046572e-05,5.60385489478524e-05,5.57563551930967e-05,"YPR024W","YME1"
"P32796",7.54393940366495e-05,8.11075931430877e-05,8.65381153214002e-05,"YML042W","CAT2"
"P32798",9.22874786331498e-05,8.99324025107403e-05,9.83598996762478e-05,"YOR316C","COT1"
"P32799",1.10327368798798e-05,1.31928585887909e-05,1.38365859016129e-05,"YGL191W","COX13"
"P32801",2.04950118493023e-06,2.31539900265885e-06,2.19325580497091e-06,"YKL048C","ELM1"
"P32802",5.98231231008576e-06,6.35576000692627e-06,6.18559161633767e-06,"YLR083C","EMP70"
"P32803",5.51851683577216e-05,6.07056790184589e-05,5.73073793381262e-05,"YGL200C","EMP24"
"P32804",0.000958118811267708,0.00115558913459223,0.0012399518077601,"YGL255W","ZRT1"
"P32806",5.84299586014264e-06,5.9886784733229e-06,6.43681031555221e-06,"YJL044C","GYP6"
"P32807",1.97858820420988e-06,2.22465660359503e-06,2.3726046878001e-06,"YMR284W","YKU70"
"P32829",1.08845666038317e-06,7.28303330776405e-07,7.42218295048595e-07,"YMR224C","MRE11"
"P32831",3.37666182575728e-05,3.30941289557684e-05,3.37999043303909e-05,"YBR212W","NGR1"
"P32832",5.07410966227591e-05,5.65552904242425e-05,5.54595577660701e-05,"YMR091C","NPL6"
"P32833",1.35491157965028e-06,1.45810664619584e-06,1.46940738529226e-06,"YBR060C","ORC2"
"P32836",0.000681165393178105,0.000698229940647082,0.000697293000363808,"YOR185C","GSP2"
"P32839",1.17233956024115e-06,1.37577555371298e-06,1.42711526129314e-06,"YDR375C","BCS1"
"P32842",5.30644213546353e-06,5.82166109468514e-06,5.61783400697749e-06,"YPL234C","VMA11"
"P32843",3.33551824615224e-05,3.47940486235985e-05,3.53248304807625e-05,"YMR302C","YME2"
"P32844",2.8713060984494e-05,2.91334845172097e-05,3.08159761076282e-05,"YIL068C","SEC6"
"P32849",6.18329581015743e-06,6.33010124381275e-06,6.54252227404291e-06,"YLR032W","RAD5"
"P32854",4.03194788239912e-06,4.60877629828083e-06,4.16384971072009e-06,"YOR036W","PEP12"
"P32855",9.34787043709814e-06,9.82119604408259e-06,9.7801851268559e-06,"YPR055W","SEC8"
"P32860",0.000114397840884646,0.000134319984118897,0.000122232347833648,"YKL040C","NFU1"
"P32861",0.000357512049561071,0.00035255170500129,0.000343495860304748,"YKL035W","UGP1"
"P32863",1.57476856229578e-06,1.15740893076164e-06,1.19568402635485e-06,"YGL163C","RAD54"
