"Accession","Rich_1","Rich_2","Rich_3","Gene","Protein"
"P00431",0.000133140978282754,0.000150031942751285,0.000144109547420232,"YKR066C","CCP1"
"P00445",0.000650308047639688,0.000745304351751956,0.000657751120490276,"YJR104C","SOD1"
"P00447",1.87102116379032e-05,2.15286549302664e-05,2.22547645563739e-05,"YHR008C","SOD2"
"P00498",0.000681863955060494,0.00069887958015856,0.000708957704511878,"YER055C","HIS1"
"P00546",5.95571130505662e-05,6.60313503339076e-05,6.84954370144109e-05,"YBR160W","CDC28"
"P00549",0.0447936534028723,0.0428754497425572,0.0425844584472349,"YAL038W","CDC19"
"P00560",0.0709421496571694,0.0676845192059058,0.0688716278904256,"YCR012W","PGK1"
"P00572",2.9704841759971e-06,2.91803488960442e-06,2.88626389020616e-06,"YJR057W","CDC8"
"P00724",4.70279905682327e-05,5.03341878077146e-05,5.19050605249185e-05,"YIL162W","SUC2"
"P00729",2.52479972652642e-05,2.93805406465035e-05,3.01903759455795e-05,"YMR297W","PRC1"
"P00812",9.84766496926818e-05,0.000100628284185104,9.2361331249683e-05,"YPL111W","CAR1"
"P00815",0.000644594289125317,0.00064495568727316,0.000675058893240597,"YCL030C","HIS4"
"P00817",0.00307822093492403,0.00297106485459287,0.00306407379591406,"YBR011C","IPP1"
"P00830",0.00216327299438295,0.0023070585413753,0.0023261426384339,"YJR121W","ATP2"
"P00890",0.000305545002395744,0.000345445018019576,0.000340201391089616,"YNR001C","CIT1"
"P00899",0.000229560888819303,0.000231952213802574,0.000236518867646228,"YER090W","TRP2"
"P00924",0.00125095503657579,0.00117573213960619,0.00136516132411025,"YGR254W","ENO1"
"P00925",0.0289251920923271,0.0281614280434667,0.0278187619052459,"YHR174W","ENO2"
"P00927",0.000397698758735574,0.000389468946154961,0.000392832017951702,"YER086W","ILV1"
"P00931",0.000428359560151281,0.000421010828846613,0.000426996245629987,"YGL026C","TRP5"
"P00937",0.000386501907411118,0.000395295963151224,0.000388775464896132,"YKL211C","TRP3"
"P00942",0.0177995876799087,0.0181845876924149,0.0180927685096628,"YDR050C","TPI1"
"P00950",0.0178557263965843,0.0162657726770532,0.0159171141491586,"YKL152C","GPM1"
"P00958",0.000630406396393613,0.000640017778218009,0.000645224488043269,"YGR264C","MES1"
"P01119",7.73985725370176e-06,7.79631568874613e-06,8.18719106190102e-06,"YOR101W","RAS1"
"P01120",6.62240774402669e-05,7.06721253244897e-05,7.09829106187649e-05,"YNL098C","RAS2"
"P01123",0.000390161064623323,0.000416806904090428,0.000427705470760108,"YFL038C","YPT1"
"P02293",0.00237224573751053,0.00255269421721522,0.00246146756647227,"YDR224C","HTB1"
"P02309",0.00370124620547852,0.00395887286311987,0.004080065299639,"YBR009C","HHF1"
"P02381",1.94347585535479e-05,1.42260518633332e-05,1.47541426150237e-05,"Q0140","VAR1"
"P02400",0.00428090982890265,0.00500445144324921,0.00508472066325009,"YDR382W","RPP2B"
"P02406",0.00146959299968528,0.00153656544315065,0.00154618095108926,"YGL103W","RPL28"
"P02407",0.00306762468570424,0.00312160872909979,0.00321584992030633,"YML024W","RPS17A"
"P02557",0.0013263528726723,0.0014050893342561,0.00139438281758737,"YFL037W","TUB2"
"P02829",0.000622309210084879,0.000684631727012222,0.000669575824982629,"YPL240C","HSP82"
"P02992",0.000122001280739868,0.000121266031718474,0.000123962598610115,"YOR187W","TUF1"
"P02994",0.0556752964945981,0.0508932606734421,0.0498998765243001,"YPR080W","TEF1"
"P03874",4.09932388573195e-06,4.38496745290421e-06,4.27997388386639e-06,"YHL038C","CBP2"
"P03876",8.26382811617233e-07,8.70651383781449e-07,8.88476542180606e-07,"Q0055","AI2"
"P03962",7.94459265967674e-05,8.53104842853335e-05,8.24486854378809e-05,"YEL021W","URA3"
"P03965",0.000515497721107797,0.000492923852580146,0.000500627053184407,"YJR109C","CPA2"
"P04037",6.11633886800421e-07,7.27955901044525e-07,7.21088700188791e-07,"YGL187C","COX4"
"P04046",0.000411007105366096,0.000423862868577454,0.000425639920041168,"YMR300C","ADE4"
"P04050",0.000392144945491962,0.000396786490140749,0.000409911433627673,"YDL140C","RPO21"
"P04051",4.90971661115324e-05,5.03811066315073e-05,4.90004546294361e-05,"YOR116C","RPO31"
"P04076",0.00047267041481958,0.000477717579358414,0.000484751062276164,"YHR018C","ARG4"
"P04147",0.00109939911543408,0.00111793740338933,0.00112189916325612,"YER165W","PAB1"
"P04161",0.000137153014398264,0.000139057015520435,0.000131421420744555,"YDR408C","ADE8"
"P04173",0.000426917387505622,0.000435082979515471,0.000454816067695474,"YCL018W","LEU2"
"P04449",5.16301980968856e-07,5.26536721760642e-07,5.34778392006549e-07,"YGL031C","RPL24A"
"P04456",0.00185345175582681,0.00174630166852753,0.00173737513158817,"YOL127W","RPL25"
"P04786",1.58856230794001e-05,1.66344869024275e-05,1.68997637061156e-05,"YOL006C","TOP1"
"P04801",0.00124594275711586,0.00129375134272624,0.00129341786685001,"YIL078W","THS1"
"P04802",0.000905897080712386,0.000922052734836269,0.000937768425913788,"YLL018C","DPS1"
"P04803",3.03168236412577e-05,3.19167662777882e-05,3.20259266450318e-05,"YDR268W","MSW1"
"P04806",0.000165625380913561,0.000191666807982815,0.000196780626000165,"YFR053C","HXK1"
"P04807",0.0047842941516136,0.00523084499678323,0.00504158713249564,"YGL253W","HXK2"
"P04817",2.8071694115101e-05,2.92826426932107e-05,2.98546599427875e-05,"YEL063C","CAN1"
"P04819",1.32083680953646e-05,1.38246946309313e-05,1.37669660809005e-05,"YDL164C","CDC9"
"P04821",2.41255055842534e-05,2.42970614549842e-05,2.62414099283856e-05,"YLR310C","CDC25"
"P04840",0.00116784219074021,0.00127561809370658,0.00129492857335552,"YNL055C","POR1"
"P04911",0.00101552708826793,0.00110697663280684,0.00112607571401296,"YDR225W","HTA1"
"P05030",0.003765870297459,0.00389186357689379,0.00394519764594109,"YGL008C","PMA1"
"P05066",1.13279086832794e-06,1.34909033690906e-06,1.44119766401074e-06,"YOR386W","PHR1"
"P05150",7.49889723588515e-05,6.89791909982124e-05,7.43564002802875e-05,"YJL088W","ARG3"
"P05317",0.0130366227034028,0.0125118230955656,0.0123569135971487,"YLR340W","RPP0"
"P05319",0.00339956837243742,0.00426480316484827,0.00427919569329784,"YOL039W","RPP2A"
"P05373",0.000258773930887913,0.000296229395356539,0.000281901034407285,"YGL040C","HEM2"
"P05374",0.00011612562831738,0.000128148871182943,0.000123393913747849,"YGR157W","CHO2"
"P05375",0.000109811851712003,0.000125062548441375,0.00012573686205412,"YJR073C","OPI3"
"P05453",0.000332557965733107,0.000345849976446136,0.000340208280201544,"YDR172W","SUP35"
"P05626",0.00024988193982731,0.000275631685310707,0.000282373131393296,"YPL078C","ATP4"
"P05694",0.00597675155488499,0.00540096322202357,0.00566442155103375,"YER091C","MET6"
"P05737",0.000485509640125397,0.000473149221061075,0.000472317090330494,"YGL076C","RPL7A"
"P05738",1.39256029874262e-06,1.33734389331865e-06,1.35771580321132e-06,"YGL147C","RPL9A"
"P05739",0.000530818993351129,0.00038671867625044,0.000459456968586829,"YLR448W","RPL6B"
"P05740",7.16748547116869e-05,6.84926114098873e-05,7.08099084417986e-05,"YKL180W","RPL17A"
"P05743",0.00019624530594364,0.00017529703302198,0.000187320802537567,"YLR344W","RPL26A"
"P05748",0.000205446114260518,0.000241836823119334,0.000246207148605483,"YLR029C","RPL15A"
"P05749",0.00141772351785114,0.00131010568229748,0.00132753962475397,"YLR061W","RPL22A"
"P05750",0.00579696637611232,0.00572776606751034,0.00582248076708521,"YNL178W","RPS3"
"P05755",5.94254316862405e-07,6.10645126721083e-07,6.06470746522654e-07,"YBR189W","RPS9B"
"P05756",0.00684912520338066,0.00657918229624635,0.00643471442921827,"YDR064W","RPS13"
"P05759",0.00048002112772287,0.000505153767047088,0.000493600481466301,"YLR167W","RPS31"
"P05986",3.75475043169989e-06,3.68366638374923e-06,3.59207819731874e-06,"YKL166C","TPK3"
"P06100",3.74326920425527e-06,4.10728950157004e-06,3.90375887034812e-06,"YDL165W","CDC36"
"P06101",0.000151169705370613,0.000173877073662409,0.000168332023530492,"YDR168W","CDC37"
"P06102",8.8141136196755e-05,9.68123637072536e-05,9.60848529783288e-05,"YIL038C","NOT3"
"P06103",0.000418573710804449,0.000430763591593449,0.000433415824906879,"YOR361C","PRT1"
"P06105",0.00224232150814947,0.00232770163019573,0.00233681688744694,"YJL080C","SCP160"
"P06106",0.00288911503838031,0.00279625810158114,0.00306303977137824,"YLR303W","MET17"
"P06168",0.00190964512768415,0.00188702603223427,0.00188785946971837,"YLR355C","ILV5"
"P06169",0.00550558866007761,0.00586652911450175,0.00592465465599735,"YLR044C","PDC1"
"P06174",1.61957857470402e-06,1.79744443765764e-06,1.7976208890117e-06,"YOR278W","HEM4"
"P06197",1.38534348819369e-05,1.46176915340154e-05,1.48648543441448e-05,"YPR113W","PIS1"
"P06208",0.000152083775953167,0.000158644321657637,0.000161671459316333,"YNL104C","LEU4"
"P06242",6.81699045115658e-06,7.42468276651615e-06,7.30541663508392e-06,"YDL108W","KIN28"
"P06243",8.73775557485979e-07,9.82320177772795e-07,9.97352101776203e-07,"YDL017W","CDC7"
"P06244",1.771337832388e-06,2.12451346021658e-06,2.2246957225097e-06,"YJL164C","TPK1"
"P06245",1.20788950104391e-05,1.30985100782549e-05,1.33371868745837e-05,"YPL203W","TPK2"
"P06633",1.2495523196582e-05,1.23828238706738e-05,1.29801223378553e-05,"YOR202W","HIS3"
"P06634",0.000406168526598286,0.000420504069503683,0.000420107719065096,"YOR204W","DED1"
"P06700",3.44295357581616e-06,3.45241087061613e-06,4.42393418370654e-06,"YDL042C","SIR2"
"P06701",7.53385707939368e-06,7.37038595588455e-06,7.37744205952129e-06,"YLR442C","SIR3"
"P06704",3.35710436992654e-05,3.89010693002948e-05,3.75323295382846e-05,"YOR257W","CDC31"
"P06738",7.23885062920202e-05,7.73473187582285e-05,7.95384826773071e-05,"YPR160W","GPH1"
"P06773",1.51299502542607e-05,1.54843921000641e-05,1.55916712882967e-05,"YHR144C","DCD1"
"P06775",2.40673736514535e-05,2.39699809633825e-05,2.35567263759907e-05,"YGR191W","HIP1"
"P06776",1.48000786129925e-05,1.49472085674731e-05,1.53552349195706e-05,"YOR360C","PDE2"
"P06777",3.19372301913157e-05,3.42777883643875e-05,3.46140719670551e-05,"YPL022W","RAD1"
"P06778",5.70053415404368e-06,5.82691566364002e-06,5.48716137754997e-06,"YML032C","RAD52"
"P06779",3.38717535942494e-06,3.56546967435509e-06,3.57621710829626e-06,"YJR052W","RAD7"
"P06780",0.00016549148976814,0.000179131140401919,0.000177184321113083,"YPR165W","RHO1"
"P06781",5.70229531186036e-06,6.31155551027134e-06,5.98814562011063e-06,"YNL090W","RHO2"
"P06782",6.2090439099967e-05,6.52273032292277e-05,6.56070878646477e-05,"YDR477W","SNF1"
"P06785",6.60067374348866e-06,7.28846017716522e-06,7.51891289367483e-06,"YOR074C","CDC21"
"P06786",9.13824909222926e-05,9.01395063894325e-05,9.31788700182853e-05,"YNL088W","TOP2"
"P06787",0.000235135715536976,0.000283561416851816,0.000286200841895629,"YBR109C","CMD1"
"P06839",1.91830259931649e-05,1.98776877470364e-05,1.99269786694204e-05,"YER171W","RAD3"
"P06843",3.9362230932865e-07,4.08478469186026e-07,3.70818844435599e-07,"YER161C","SPT2"
"P06844",6.58472538962888e-06,6.44955432750632e-06,3.33334111021577e-06,"YDR392W","SPT3"
"P07143",3.29277988635287e-05,3.72203501866978e-05,3.68314472344963e-05,"YOR065W","CYT1"
"P07149",0.00680999690570936,0.00724727496742599,0.00716754287863592,"YKL182W","FAS1"
"P07170",0.000849729087926175,0.000883992860433013,0.000843684312972542,"YDR226W","ADK1"
"P07172",0.000225735238457674,0.000223459014048946,0.000227909594974762,"YIL116W","HIS5"
"P07213",0.000153293109211785,0.000168468881977136,0.000164057874464198,"YNL121C","TOM70"
"P07236",9.1453048630259e-06,1.06914373486524e-05,1.09722403223438e-05,"YKL194C","MST1"
"P07244",0.00229969351003932,0.00222212369852321,0.00226482818935017,"YGL234W","ADE5,7"
"P07245",0.00130514423354205,0.00133458023909073,0.00132641838242451,"YGR204W","ADE3"
"P07246",0.00126500968753351,0.0010398626582524,0.00103552044563254,"YMR083W","ADH3"
"P07251",0.000589878864107636,0.000624440811275993,0.000651336338608333,"YBL099W","ATP1"
"P07253",3.83822331939437e-05,4.20398525491978e-05,4.12662428960588e-05,"YBR120C","CBP6"
"P07256",0.000533917469095755,0.000549437603392341,0.000562104235312712,"YBL045C","COR1"
"P07257",0.000238301800162402,0.000264971589128757,0.00027202590974722,"YPR191W","QCR2"
"P07258",0.000101960830376261,0.000109337945150157,0.00011027729166609,"YOR303W","CPA1"
"P07259",0.00367220950779079,0.00370069764631613,0.00375619478220905,"YJL130C","URA2"
"P07260",0.000602663671474155,0.000634162502954752,0.000624255608996775,"YOL139C","CDC33"
"P07261",3.39556483588133e-06,3.99979617562712e-06,4.19552568335849e-06,"YPL075W","GCR1"
"P07262",0.00200584123049171,0.00185674152868904,0.00198038840804766,"YOR375C","GDH1"
"P07263",0.000143269505123193,0.000152863651828337,0.000152225330533867,"YPR033C","HTS1"
"P07264",0.000255668358533564,0.000245162740773353,0.000221869565111233,"YGL009C","LEU1"
"P07267",0.000159805363186244,0.000191478581627273,0.000201895426389449,"YPL154C","PEP4"
"P07269",1.1945519334511e-05,1.20263048327924e-05,1.17806719301901e-05,"YDL106C","PHO2"
"P07270",1.95536655308399e-07,2.10894333164022e-07,2.08536454107755e-07,"YFR034C","PHO4"
"P07271",1.25697057986281e-06,1.29124885984007e-06,1.29034172221919e-06,"YML061C","PIF1"
"P07273",0.000123561344064285,0.000130558008760387,0.000125820276903941,"YGL043W","DST1"
"P07274",8.09868301704747e-06,8.63316774185036e-06,7.84524647657676e-06,"YOR122C","PFY1"
"P07275",0.000142964417053142,0.000156568582157576,0.000148898624429431,"YHR037W","PUT2"
"P07276",9.55978200690287e-07,9.50567959774236e-07,9.19183052583347e-07,"YGR258C","RAD2"
"P07277",0.000107038165705145,0.000120293201068146,0.000115213895650132,"YMR208W","ERG12"
"P07278",7.70398875716083e-05,8.11445208441793e-05,8.15837275816596e-05,"YIL033C","BCY1"
"P07280",0.0135316269106495,0.0128145357609799,0.0128634509928957,"YOL121C","RPS19A"
"P07283",0.00156919476028908,0.00176411644382277,0.00176420280265832,"YFL045C","SEC53"
"P07284",0.000542525124915281,0.000579936545108474,0.000575522066724302,"YDR023W","SES1"
"P07285",9.6607170598202e-05,9.60816486371107e-05,9.338476059087e-05,"YDR354W","TRP4"
"P07342",0.000446235495919271,0.00042616327458383,0.000424912877539016,"YMR108W","ILV2"
"P07347",6.10986738910149e-05,6.57019009133273e-05,6.37410131694406e-05,"YHR013C","ARD1"
"P07390",5.00021548902422e-07,5.31038006645444e-07,5.36211913857731e-07,"YNR045W","PET494"
"P07560",0.000135685774919399,0.000141449025330424,0.000144798462959987,"YFL005W","SEC4"
"P07702",0.000248316515840362,0.000252470642470526,0.000264476978214999,"YBR115C","LYS2"
"P07703",6.29679664924516e-05,6.7798997949965e-05,6.761737537895e-05,"YPR110C","RPC40"
"P07806",0.00129694923274391,0.00133499066652688,0.00139182532064115,"YGR094W","VAS1"
"P07834",3.97546237274557e-06,4.18223126498022e-06,4.2037997838141e-06,"YFL009W","CDC4"
"P07866",6.79181056113669e-06,6.77414504682486e-06,7.38451897093575e-06,"YAL024C","LTE1"
"P07884",1.00558087293781e-05,1.081080570821e-05,1.03558275485731e-05,"YOR274W","MOD5"
"P07991",0.000549212960080659,0.000579680466596136,0.000573353459220836,"YLR438W","CAR2"
"P08004",1.61177710605468e-05,1.62665987307542e-05,1.75274708114336e-05,"YNL192W","CHS1"
"P08018",1.164191503327e-05,1.2180846749869e-05,1.19105456378306e-05,"YJL128C","PBS2"
"P08067",1.94166459507403e-05,2.21402575142296e-05,2.18028295901388e-05,"YEL024W","RIP1"
"P08417",0.00042157018959851,0.000464884662531506,0.000470450608220538,"YPL262W","FUM1"
"P08425",3.97420376677248e-06,3.82021600538671e-06,3.81835358151607e-06,"YPR047W","MSF1"
"P08432",1.47426480938412e-05,1.46558285086835e-05,1.41849166865134e-05,"YKL184W","SPE1"
"P08465",1.38910130856052e-05,1.23534300472127e-05,1.44297318656672e-05,"YNL277W","MET2"
"P08466",5.30696980654925e-06,5.21388632275017e-06,5.48549274981336e-06,"YJL208C","NUC1"
"P08518",0.00016485039311129,0.000172300836309102,0.000173101263611201,"YOR151C","RPB2"
"P08524",0.000714744687641158,0.000857727728224206,0.000795177823518763,"YJL167W","ERG20"
"P08536",0.00012259646667005,0.000115873699302494,0.000128758174028582,"YJR010W","MET3"
"P08539",8.73884477581552e-05,9.44271013838587e-05,9.29230470928549e-05,"YHR005C","GPA1"
"P08566",0.000639906395028986,0.000642407532390207,0.000655064759895344,"YDR127W","ARO1"
"P08638",9.82701562348482e-07,9.8238084590565e-07,1.01473625323899e-06,"YLR451W","LEU3"
"P08678",2.11932134758675e-05,2.22731630959741e-05,2.15200321193474e-05,"YJL005W","CYR1"
"P08679",7.42055399025822e-05,8.12769267508491e-05,8.31399160267619e-05,"YCR005C","CIT2"
"P08964",9.32278182674985e-06,1.00824202927417e-05,9.72478881331007e-06,"YHR023W","MYO1"
"P09032",1.50916567278628e-05,1.48171919621473e-05,1.4633063315169e-05,"YOR260W","GCD1"
"P09064",0.000360084492260601,0.000367314584004139,0.000382711417075871,"YPL237W","SUI3"
"P09201",1.44635206611576e-05,1.10162288134806e-05,1.1447194154221e-05,"YLR377C","FBP1"
"P09232",0.00016267919782394,0.000171959429832906,0.000182131719467142,"YEL060C","PRB1"
"P09436",0.00125930839414297,0.0013549340425927,0.00137212589221806,"YBL076C","ILS1"
"P09440",0.000154743743701399,0.000163510447015518,0.000157904970384863,"YBR084W","MIS1"
"P09457",6.67182989336983e-05,7.2252723646975e-05,7.40672202021362e-05,"YDR298C","ATP5"
"P09547",3.06627360304486e-05,3.22123034285281e-05,3.0632033041199e-05,"YPL016W","SWI1"
"P09620",1.60436580181437e-05,1.74293621457363e-05,1.88442883598794e-05,"YGL203C","KEX1"
"P09624",0.000331277260954117,0.000367278869272978,0.000378357105901432,"YFL018C","LPD1"
"P09733",0.00022426820493177,0.000248070325312444,0.000239168068747734,"YML085C","TUB1"
"P09734",5.63114735432394e-05,6.19403855053793e-05,6.09509113011895e-05,"YML124C","TUB3"
"P09798",4.97495392178076e-06,4.80034488464311e-06,4.93229663072375e-06,"YKL022C","CDC16"
"P09880",4.40538611916641e-05,4.65806337867597e-05,4.37209070124709e-05,"YJL087C","TRL1"
"P09938",0.000393926746730818,0.000402346255782823,0.000422010624013005,"YJL026W","RNR2"
"P09950",7.84980118173314e-05,8.14230609277309e-05,7.7051867673537e-05,"YDR232W","HEM1"
"P09959",1.52859563588725e-05,1.6895293690921e-05,1.71175431489596e-05,"YLR182W","SWI6"
"P0C0T4",0.00153338064528369,0.00151521474736292,0.00152328078472229,"YLR333C","RPS25B"
"P0C0W1",0.00233811338638114,0.00229413589867557,0.00218410779347515,"YJL190C","RPS22A"
"P0C0W9",0.0025326178166731,0.00263194477065626,0.0026762988488295,"YPR102C","RPL11A"
"P0C0X0",0.000992062053991435,0.00102636329732551,0.00109209563439971,"YLR264W","RPS28B"
"P0C2H6",0.00198487352723777,0.00194497413206907,0.00194056521097385,"YHR010W","RPL27A"
"P0C2H8",4.59130881497959e-05,4.32707321291067e-05,3.76884431429337e-05,"YDL075W","RPL31A"
"P0C2H9",4.75482307297697e-05,4.74797220331103e-05,4.53289873697449e-05,"YLR406C","RPL31B"
"P0C5N3",3.90920778046447e-05,4.12701353315359e-05,4.17394268139439e-05,"YGL041W-A","YGL041W-A"
"P0C5R9",2.96685738414678e-05,3.27547354769741e-05,3.23781217584334e-05,"YPR170W-B","YPR170W-B"
"P0CE41",2.41458538367996e-06,2.39755886257535e-06,2.48491418872197e-06,"YLR256W","HAP1"
"P0CH09",0.000123343805543046,0.000126284346245294,0.00012299167616989,"YKR094C","RPL40B"
"P0CS90",0.00223566416296751,0.00233646874713736,0.0023375745593178,"YJR045C","SSC1"
"P0CT04",6.99984445049693e-05,8.28441075115141e-05,8.60410369697997e-05,"YNL015W","PBI2"
"P0CW41",2.10233798007138e-06,2.16425127627059e-06,2.22327327729621e-06,"YJL221C","IMA4"
"P0CX15",3.91931203946217e-07,3.94540795137393e-07,3.43908750457362e-07,"YPL283C","YRF1-7"
"P0CX20",1.1506378875728e-06,1.19943617509254e-06,1.28367605510068e-06,"YDR545W","YRF1-1"
"P0CX23",0.00257776363746096,0.00263111042351775,0.002613210293924,"YMR242C","RPL20A"
"P0CX26",0.000251407776359482,0.000259446933463815,0.000259008380545731,"YJR094W-A","RPL43B"
"P0CX28",0.000392517041592448,0.00042440112888606,0.000424346937166642,"YHR141C","RPL42B"
"P0CX29",0.000677871579465847,0.000690926473147818,0.000708402605347119,"YGR118W","RPS23A"
"P0CX31",0.00139952598117503,0.00147273042758056,0.0014665806648234,"YER074W","RPS24A"
"P0CX34",0.000232261519192778,0.000226278718172797,0.000231060549692689,"YOR182C","RPS30B"
"P0CX36",0.00472586533737098,0.00480872946752862,0.00450879325411758,"YHR203C","RPS4B"
"P0CX38",0.0109495429471103,0.0109643108575253,0.011010812057964,"YBR181C","RPS6B"
"P0CX39",0.00389943164540233,0.00413408095360533,0.00402504863908076,"YBL072C","RPS8A"
"P0CX41",0.00325616991866088,0.00321607035759445,0.0032857602188787,"YBL087C","RPL23A"
"P0CX44",0.00278806721355788,0.00282809126074941,0.00295431113263326,"YGL135W","RPL1B"
"P0CX45",0.0044527809361633,0.0045288801883974,0.00457596823208508,"YFR031C-A","RPL2A"
"P0CX47",0.00196876799744799,0.00190302624668346,0.00190812669375351,"YDR025W","RPS11A"
"P0CX49",0.002555123352007,0.00263614352744142,0.00256697553086438,"YOL120C","RPL18A"
"P0CX51",0.00495665244495389,0.004532962161919,0.00456077080865542,"YMR143W","RPS16A"
"P0CX53",0.00589162123163193,0.00590624137496217,0.00572146871981757,"YEL054C","RPL12A"
"P0CX56",0.00964982186211525,0.0102556616794008,0.0102977861967234,"YML026C","RPS18B"
"P0CX82",0.00447628654691615,0.00442149620723842,0.00412595437525968,"YBR084C-A","RPL19A"
"P0CX84",0.00163536758977397,0.00166194675593775,0.00159808864622695,"YDL191W","RPL35A"
"P10080",0.000114374862775099,0.0001299945596493,0.000130135114296297,"YHL034C","SBP1"
"P10081",0.00420322599594936,0.00450425002518076,0.00450881522432416,"YKR059W","TIF1"
"P10356",4.07183838765171e-06,4.27791015012152e-06,4.28312850625036e-06,"YER152C","YER152C"
"P10363",1.02576544925529e-05,1.06626456969377e-05,1.05434332525064e-05,"YIR008C","PRI1"
"P10507",7.91459082404774e-05,8.22525950795302e-05,8.16029259723051e-05,"YLR163C","MAS1"
"P10591",0.00210662766682858,0.00215806959323463,0.0021942762965107,"YAL005C","SSA1"
"P10592",0.00290306459302549,0.00285919934417761,0.00281001977512676,"YLL024C","SSA2"
"P10614",0.00036153102949186,0.00054027770344827,0.00041212882604024,"YHR007C","ERG11"
"P10622",0.00358849001361149,0.00394246765008392,0.00370719385049537,"YDL130W","RPP1B"
"P10659",0.000160850641904989,0.00014898358766897,0.000149089750679072,"YLR180W","SAM1"
"P10662",1.27949805374424e-05,1.35895980816852e-05,1.40886647704215e-05,"YDR347W","MRP1"
"P10663",4.46834724111744e-06,4.78422494109224e-06,4.62412226839199e-06,"YPR166C","MRP2"
"P10823",9.36748755360272e-05,9.7799527550537e-05,9.92255627661264e-05,"YER020W","GPA2"
"P10834",1.86991141589749e-06,1.93818142732773e-06,2.00508901710444e-06,"YGR222W","PET54"
"P10849",9.59606509163552e-06,1.03382146476362e-05,1.00127852617478e-05,"YDL044C","MTF2"
"P10862",1.75955885663016e-06,2.06096183604014e-06,2.10457855545379e-06,"YCR066W","RAD18"
"P10869",0.000371929719275051,0.000345495019514285,0.000344616336842858,"YER052C","HOM3"
"P10961",7.66883176751129e-06,8.47411649715511e-06,8.53017987370028e-06,"YGL073W","HSF1"
"P10962",2.96651742163314e-05,3.04125534718741e-05,2.98261505405649e-05,"YAL025C","MAK16"
"P10964",0.00037395937539569,0.000384626814697095,0.000382718401795531,"YOR341W","RPA190"
"P11075",9.23525058212179e-05,9.86045241710775e-05,0.000100689202250582,"YDR170C","SEC7"
"P11076",6.98303176731444e-05,7.44058614579514e-05,7.06775863167645e-05,"YDL192W","ARF1"
"P11154",5.83020852894169e-05,6.4046330436366e-05,6.337692080956e-05,"YGL062W","PYC1"
"P11325",1.43470370066757e-05,1.53750269432533e-05,1.49883127578906e-05,"YLR382C","NAM2"
"P11353",0.000289298984076727,0.000315250942009107,0.000301930736547349,"YDR044W","HEM13"
"P11412",0.000218967653917222,0.000217824715455214,0.000225451144779849,"YNL241C","ZWF1"
"P11433",2.67218175577619e-05,2.85039605498237e-05,2.74447399618242e-05,"YAL041W","CDC24"
"P11484",0.000117383241362452,0.000109687687462565,0.000105549542167229,"YDL229W","SSB1"
"P11491",5.08578730566959e-05,5.37911626206097e-05,5.06213043317189e-05,"YDR481C","PHO8"
"P11632",0.0001227929277064,0.000142795122035428,0.000147979285295395,"YPR052C","NHP6A"
"P11633",8.01117195926378e-05,8.15538796177647e-05,8.6369732462679e-05,"YBR089C-A","NHP6B"
