"Accession","Min_1","Min_2","Min_3","Gene","Protein"
"P69771",2.23949719121532e-05,2.26638741623691e-05,2.43606000451386e-05,"YKR035W-A","DID2"
"P69850",7.74401242490115e-06,7.3129804738727e-06,7.59757292492581e-06,"YBR233W-A","DAD3"
"P80210",0.00127155545226898,0.00125923881750316,0.00128305107560691,"YNL220W","ADE12"
"P80235",0.000108544734118007,0.000131371139487743,0.000138261497695079,"YAR035W","YAT1"
"P80428",1.79635938759703e-05,1.70556450640866e-05,1.83052520305784e-05,"YJL081C","ARP4"
"P80667",1.18969207742516e-05,1.13927423421617e-05,1.24065933211692e-05,"YLR191W","PEX13"
"P80967",1.36463513818148e-05,1.35744648905289e-05,1.38515779300814e-05,"YPR133W-A","TOM5"
"P81450",5.61183194453967e-05,6.89810357993888e-05,7.30875554147155e-05,"YML081C-A","ATP18"
"P87108",2.6705791662457e-05,2.68649423666255e-05,2.97933937409825e-05,"YHR005C-A","TIM10"
"P89102",1.66255109197789e-05,1.69151224136452e-05,1.74778497987458e-05,"YDR166C","SEC5"
"P89105",8.37527370359859e-05,8.29109754445043e-05,8.47797175433893e-05,"YOL145C","CTR9"
"P89886",3.68925450623505e-05,3.74613228107597e-05,3.81404627943414e-05,"YER007C-A","TMA20"
"Q00055",0.000858837449539753,0.000810723596631407,0.000850367457402855,"YDL022W","GPD1"
"Q00245",5.85248084801029e-05,5.79500745188628e-05,6.33799068285531e-05,"YIL118W","RHO3"
"Q00246",6.2846002545784e-06,5.9397255864148e-06,6.3626346193223e-06,"YKR055W","RHO4"
"Q00362",7.13642947046447e-06,7.08857579485683e-06,7.84765534993709e-06,"YGL190C","CDC55"
"Q00402",5.30076512508134e-05,5.36962512227845e-05,5.57687141530647e-05,"YDR150W","NUM1"
"Q00416",2.12439353531135e-05,2.03086466091974e-05,2.24323311281543e-05,"YLR430W","SEN1"
"Q00578",2.46891756878874e-06,2.43715959209242e-06,2.5054140698044e-06,"YIL143C","SSL2"
"Q00582",2.87727130206132e-06,2.83157190308486e-06,2.97443692704818e-06,"YML121W","GTR1"
"Q00618",1.57012992073967e-05,1.56398660253638e-05,1.65180824787125e-05,"YJL031C","BET4"
"Q00684",8.78136743293731e-05,9.27378230686731e-05,9.19946528457098e-05,"YFR028C","CDC14"
"Q00711",3.08323982980574e-05,3.64843047445139e-05,3.55050763637183e-05,"YKL148C","SDH1"
"Q00764",0.000127483960008508,0.000115639166351028,0.000122336820441467,"YBR126C","TPS1"
"Q00772",1.01755382093334e-05,1.00907781302569e-05,1.01260465047814e-05,"YHR030C","SLT2"
"Q00776",2.8620436387035e-06,2.86508950636329e-06,3.0122749404699e-06,"YPL259C","APM1"
"Q00816",1.42184974050206e-05,1.394473592031e-05,1.52374585234259e-05,"YDR028C","REG1"
"Q00873",2.04160249722798e-06,1.84436531672974e-06,2.02332279080806e-06,"YKL087C","CYT2"
"Q00916",1.99099639361443e-06,1.9656682095241e-06,1.98836217343586e-06,"YIL061C","SNP1"
"Q00955",0.0031885787622782,0.00333832458630133,0.00334340426344037,"YNR016C","ACC1"
"Q01080",2.10133305782047e-05,2.19268739591993e-05,2.10580816405425e-05,"YNL248C","RPA49"
"Q01159",1.49443372857289e-05,1.44181789836867e-05,1.46373250957158e-05,"YGL130W","CEG1"
"Q01163",3.38916897094321e-05,3.01177266051222e-05,3.23211361617186e-05,"YGL129C","RSM23"
"Q01217",0.00074622428279158,0.000762624702880693,0.000798559017556051,"YER069W","ARG5,6"
"Q01329",2.41063592541821e-05,2.44047239451092e-05,2.51525254191316e-05,"YAL043C","PTA1"
"Q01389",5.75844741259381e-07,5.27575179216032e-07,5.53008311666648e-07,"YJL095W","BCK1"
"Q01454",3.20602945285145e-05,3.30670506455083e-05,3.30673172827388e-05,"YPR135W","CTF4"
"Q01476",5.1728873935982e-05,5.12234890824614e-05,5.33870933310822e-05,"YOR124C","UBP2"
"Q01477",2.04594246262904e-05,2.0227371677426e-05,2.03363027364185e-05,"YER151C","UBP3"
"Q01519",1.60389757126766e-05,1.96597561679655e-05,2.29365780032298e-05,"YLR038C","COX12"
"Q01532",0.000163084251832099,0.000162103088146043,0.000176078054487861,"YNL239W","LAP3"
"Q01560",7.13877164357525e-05,7.1288322943259e-05,7.58466812023691e-05,"YDR432W","NPL3"
"Q01574",1.55042632719032e-05,2.23171713170403e-05,2.11939766707482e-05,"YAL054C","ACS1"
"Q01590",1.67803916262217e-05,1.77536586309842e-05,1.80258756122072e-05,"YLR026C","SED5"
"Q01662",9.89458074941199e-05,9.74433704308299e-05,9.50405044433551e-05,"YLR244C","MAP1"
"Q01722",1.25915785473161e-05,1.35015163181796e-05,1.24122217750325e-05,"YNL199C","GCR2"
"Q01802",2.89227299100954e-05,2.84751684128073e-05,2.95146899051887e-05,"YKL106W","AAT1"
"Q01846",2.31208253789078e-06,1.24436117872829e-06,1.24247214486659e-06,"YML104C","MDM1"
"Q01852",0.000136912271177409,0.000142537132324637,0.000137372864527824,"YIL022W","TIM44"
"Q01855",0.0031820607501592,0.00354350154578991,0.00328883839790632,"YOL040C","RPS15"
"Q01919",3.68044629612529e-07,3.95399760611169e-07,4.53330664168704e-07,"YOR233W","KIN4"
"Q01939",0.000439360076344861,0.000437847762954629,0.00045113996552956,"YGL048C","RPT6"
"Q01976",3.04316609618967e-06,3.18030427276545e-06,3.18839891776198e-06,"YBR111C","YSA1"
"Q02046",0.000163211580235271,0.000162512074641712,0.000157423019406997,"YKR080W","MTD1"
"Q02159",3.53907382710914e-05,3.67047957120604e-05,3.42149442708721e-05,"YMR022W","UBC7"
"Q02196",0.000259208459407148,0.000281954508107959,0.00027044137510797,"YKL001C","MET14"
"Q02197",2.13640246524759e-05,2.14913415884532e-05,2.0562706220641e-05,"YEL053C","MAK10"
"Q02201",7.33137176629335e-06,7.08632047718476e-06,7.62388979901836e-06,"YKR003W","OSH6"
"Q02202",1.09891660333803e-06,1.18723534729191e-06,1.21140988543149e-06,"YKR004C","ECM9"
"Q02204",9.04868136109717e-07,8.73556557341756e-07,9.38809513163041e-07,"YKR006C","MRPL13"
"Q02205",5.81365672911406e-06,5.67221138486457e-06,6.28937854218388e-06,"YKR007W","MEH1"
"Q02206",4.45738990618362e-06,4.60662750487479e-06,4.69214434604743e-06,"YKR008W","RSC4"
"Q02207",3.06162366820415e-05,4.05836922119621e-05,3.59108211841998e-05,"YKR009C","FOX2"
"Q02208",6.2932040225736e-07,5.96338162351104e-07,5.94433332788626e-07,"YKR010C","TOF2"
"Q02209",5.62951153310635e-07,5.82738995689672e-07,6.29999618975892e-07,"YKR011C","YKR011C"
"Q02256",1.39047603810669e-06,1.53389712946469e-06,1.53219718823821e-06,"YIR026C","YVH1"
"Q02260",1.46554299280898e-05,1.46119699273095e-05,1.50855922977607e-05,"YGR074W","SMD1"
"Q02326",0.000332616204044304,0.000343439414283028,0.000340320204770935,"YML073C","RPL6A"
"Q02336",1.32007539435932e-05,1.49019595818954e-05,1.58345889826527e-05,"YDR448W","ADA2"
"Q02354",4.54919388859216e-05,4.7086022833292e-05,4.75754942727594e-05,"YDR449C","UTP6"
"Q02455",4.56269339868592e-05,4.54458943814738e-05,4.85212318627258e-05,"YKR095W","MLP1"
"Q02457",4.08290834032313e-05,4.02811634242162e-05,4.16056312024191e-05,"YPL128C","TBF1"
"Q02486",0.000253471936753086,0.000264045837672335,0.000250335951893802,"YMR072W","ABF2"
"Q02516",2.54067146990562e-06,2.31045438011026e-06,2.8416794979071e-06,"YOR358W","HAP5"
"Q02554",1.57849794622029e-06,1.54833090637555e-06,1.57594887076203e-06,"YMR240C","CUS1"
"Q02555",3.29870166343075e-06,3.14672066308534e-06,3.55269565829108e-06,"YMR239C","RNT1"
"Q02608",0.000102517111135122,0.000113262355718626,0.00011359539469442,"YPL013C","MRPS16"
"Q02629",1.20293322725386e-06,1.26624836555884e-06,1.37099407464762e-06,"YKL068W","NUP100"
"Q02642",0.000449837677011275,0.000422365548417276,0.000442665287858423,"YPL037C","EGD1"
"Q02647",1.00604769507815e-05,1.0567108737696e-05,1.03423172332125e-05,"YDR424C","DYN2"
"Q02648",2.03004828508294e-05,2.08617409277557e-05,2.10092222602977e-05,"YPL030W","TRM44"
"Q02724",3.58794584860346e-06,3.32103094464767e-06,3.74341937121025e-06,"YPL020C","ULP1"
"Q02725",1.0673106512691e-05,1.08571409450914e-05,1.09605597811673e-05,"YPL019C","VTC3"
"Q02753",7.60352199875148e-06,6.49703631162466e-06,8.00867377874291e-06,"YBR191W","RPL21A"
"Q02754",1.69469440345548e-05,1.73639950592288e-05,1.76670412702634e-05,"YPL067C","YPL067C"
"Q02767",7.72995960673811e-06,7.66223009219165e-06,7.5465305015135e-06,"YPL065W","VPS28"
"Q02770",1.34918197516235e-06,1.36160043725498e-06,1.32162299244409e-06,"YPL064C","CWC27"
"Q02772",7.76495056469704e-06,8.37098712923229e-06,8.54839596253105e-06,"YJR034W","PET191"
"Q02773",1.54540678552593e-05,1.41210998281062e-05,1.50918296325062e-05,"YML091C","RPM2"
"Q02774",2.53418903114199e-05,2.58410711149503e-05,2.66076090837535e-05,"YDL212W","SHR3"
"Q02776",6.3075590730302e-05,6.50024188049423e-05,6.49683746742746e-05,"YPL063W","TIM50"
"Q02784",3.30717708401626e-05,3.25009051339598e-05,3.10752851441143e-05,"YPL059W","GRX5"
"Q02785",2.09409108004924e-05,1.6373798932124e-05,1.79443238795594e-05,"YPL058C","PDR12"
"Q02792",9.46373559466092e-06,9.44152724493607e-06,9.82952754323345e-06,"YOR048C","RAT1"
"Q02793",2.07387094821622e-06,1.90048663684956e-06,1.8516426439019e-06,"YGL213C","SKI8"
"Q02795",0.000114563738153046,0.000119412005259399,0.00012255032259031,"YMR149W","SWP1"
"Q02804",3.07287338644595e-06,3.10157643300616e-06,3.34708931085631e-06,"YPL051W","ARL3"
"Q02805",1.00114715161854e-06,9.33701940982212e-07,1.05098001124011e-06,"YOR018W","ROD1"
"Q02821",0.000208061890776673,0.000210226907340865,0.000203116658806355,"YNL189W","SRP1"
"Q02825",5.25809340512249e-07,5.54941738803645e-07,5.80309430167126e-07,"YPL083C","SEN54"
"Q02866",4.56639573044385e-06,4.49796100122333e-06,5.09944787671079e-06,"YPL070W","MUK1"
"Q02875",1.12342467941647e-05,1.07531696977274e-05,1.17930041980591e-05,"YPL105C","SYH1"
"Q02883",2.0896817505269e-06,2.05854235470212e-06,2.38947156374005e-06,"YPL103C","FMP30"
"Q02884",1.6624329281803e-05,1.6115276787671e-05,1.70065173324678e-05,"YPL101W","ELP4"
"Q02887",1.42723068376397e-06,1.39655425070299e-06,1.51674675922645e-06,"YPL100W","ATG21"
"Q02890",6.47247582372846e-06,6.85270713450511e-06,7.01089274211685e-06,"YPL096W","PNG1"
"Q02892",0.000175454480701257,0.000188388692304794,0.000183423438106032,"YPL093W","NOG1"
"Q02908",3.24594462198307e-05,3.39780835650359e-05,3.3049959841524e-05,"YPL086C","ELP3"
"Q02931",5.57836275213304e-05,5.94536870696661e-05,5.5692849530895e-05,"YPL126W","NAN1"
"Q02932",1.04912319211005e-05,1.07296493416948e-05,1.07416780888098e-05,"YPL125W","KAP120"
"Q02939",1.63090350065097e-05,1.54029276886122e-05,1.65152819831436e-05,"YPL122C","TFB2"
"Q02948",0.000431765716472656,0.000426755091405692,0.000446961447053619,"YPL120W","VPS30"
"Q02950",8.69198431812362e-06,8.33636696688914e-06,8.76206151202223e-06,"YPL118W","MRP51"
"Q02959",2.16755082432979e-05,2.12760830991606e-05,2.24447390474857e-05,"YPL116W","HOS3"
"Q02969",1.15509944860604e-05,1.14204717177224e-05,1.15398905452815e-05,"YPL112C","PEX25"
"Q02979",9.43392625409672e-06,9.12804269513377e-06,1.02705473567936e-05,"YPL110C","GDE1"
"Q03010",5.95015344726228e-06,5.73239947849313e-06,6.77441344796456e-06,"YPL139C","UME1"
"Q03012",1.07881990810535e-06,6.27635692441628e-07,8.08013796160227e-07,"YPL138C","SPP1"
"Q03016",1.7311979481187e-05,1.77529675639935e-05,1.75232426370968e-05,"YPL137C","GIP3"
"Q03020",6.45123556070754e-07,6.86601054545168e-07,7.59591589444103e-07,"YPL135W","ISU1"
"Q03028",9.769881658189e-06,1.12593817026011e-05,1.11155870374836e-05,"YPL134C","ODC1"
"Q03048",1.59132345297516e-05,1.60209673139055e-05,1.6542565864647e-05,"YLL050C","COF1"
"Q03063",6.75589757874161e-07,7.15607114690532e-07,7.33727421189017e-07,"YPL049C","DIG1"
"Q03071",4.68457323379075e-06,4.84876589497513e-06,4.86718544969093e-06,"YPL046C","ELC1"
"Q03081",6.21194213144345e-08,5.74281520337048e-08,6.28407690446979e-08,"YPL038W","MET31"
"Q03088",1.31032426065375e-05,1.36840441229602e-05,1.43191533184949e-05,"YPL032C","SVL3"
"Q03102",3.07573257247677e-05,2.71085258899174e-05,2.95691249474789e-05,"YML131W","YML131W"
"Q03103",6.45991306732278e-05,6.3950883187429e-05,6.80862984118846e-05,"YML130C","ERO1"
"Q03104",8.67334500969841e-06,9.86705303741433e-06,1.11057266924595e-05,"YML128C","MSC1"
"Q03124",3.37527499719962e-05,3.29960995799782e-05,3.48798254040223e-05,"YML127W","RSC9"
"Q03148",2.04851614637266e-07,1.98809945203551e-07,2.35416004389648e-07,"YMR096W","SNZ1"
"Q03151",5.79502367670565e-06,6.05467945844486e-06,5.98342835393454e-06,"YMR097C","MTG1"
"Q03153",3.15625415155153e-06,3.2579761232948e-06,3.41884614745469e-06,"YMR098C","ATP25"
"Q03161",3.6315454636683e-05,3.68602496303956e-05,3.76159948468209e-05,"YMR099C","YMR099C"
"Q03162",1.51362939292967e-06,1.59116896554952e-06,1.56748212162101e-06,"YMR100W","MUB1"
"Q03177",4.49718375440333e-06,4.13259635124929e-06,4.5360743973613e-06,"YMR102C","YMR102C"
"Q03195",0.000618719185375577,0.000656793478451417,0.000623520194403518,"YDR091C","RLI1"
"Q03201",2.49203889117255e-06,2.24764085846378e-06,2.7946185327421e-06,"YDR041W","RSM10"
"Q03214",1.44928788836558e-06,9.79239481241737e-07,1.36978077309245e-06,"YMR176W","ECM5"
"Q03218",6.38441651508969e-06,6.72241409199009e-06,6.36881690987899e-06,"YMR177W","MMT1"
"Q03219",3.11339391433928e-05,3.1724396363032e-05,3.09057417738044e-05,"YMR178W","YMR178W"
"Q03233",7.48542122891516e-06,7.40694287953805e-06,7.64245885030106e-06,"YMR184W","ADD37"
"Q03246",3.6699632164155e-05,3.76483639168038e-05,3.89294641975725e-05,"YMR188C","MRPS17"
"Q03254",2.37212959777315e-05,2.17940710594491e-05,2.43595559770075e-05,"YMR277W","FCP1"
"Q03262",9.83798056896899e-06,9.45655174887632e-06,1.09830261428415e-05,"YMR278W","PRM15"
"Q03264",1.10879127445686e-05,1.12850208598513e-05,1.11079970026893e-05,"YMR285C","NGL2"
"Q03266",8.14189017819873e-06,8.47015940641247e-06,7.93464765258927e-06,"YMR289W","ABZ2"
"Q03280",6.47695035203016e-05,6.71680162383937e-05,7.24995914976522e-05,"YDR457W","TOM1"
"Q03281",1.08802148575566e-05,1.11257985144519e-05,1.14228168851032e-05,"YDR458C","HEH2"
"Q03290",2.07443022986404e-05,2.10351054828294e-05,2.12882744252238e-05,"YDR460W","TFB3"
"Q03305",5.79833676736906e-06,6.0543936268101e-06,5.86587945014421e-06,"YDR465C","RMT2"
"Q03306",3.25807607842778e-06,3.29714740868044e-06,3.30013267765499e-06,"YDR466W","PKH3"
"Q03308",7.73209105863148e-06,8.01693292251781e-06,8.29776037147054e-06,"YPL045W","VPS16"
"Q03323",1.44104159656023e-05,1.62035657665624e-05,1.58584155836782e-05,"YDR469W","SDC1"
"Q03327",4.71349099783732e-06,4.68090225052999e-06,4.94363314466682e-06,"YDR470C","UGO1"
"Q03330",4.18274330252719e-06,4.24596503810141e-06,4.41261680429362e-06,"YGR252W","GCN5"
"Q03337",2.15879648527713e-05,2.17530332480731e-05,2.25150124203157e-05,"YDR472W","TRS31"
"Q03338",4.15895474803965e-07,4.49886107193007e-07,4.7746046334255e-07,"YDR473C","PRP3"
"Q03361",1.34583846902096e-06,1.18669312021083e-06,1.45145153006529e-06,"YDR475C","JIP4"
"Q03362",3.70374106731533e-05,3.83597190456226e-05,3.91924984301581e-05,"YDR476C","YDR476C"
"Q03370",1.04168933998957e-06,1.07495556979471e-06,1.21599258763066e-06,"YDR479C","PEX29"
"Q03390",5.97579081043482e-07,5.8110228855311e-07,5.81472216277285e-07,"YDR486C","VPS60"
"Q03407",7.7693254280879e-06,7.12838992702347e-06,8.66102775814812e-06,"YDR490C","PKH1"
"Q03419",5.24610836023222e-06,5.23997041487042e-06,6.2362362414396e-06,"YDR492W","IZH1"
"Q03429",4.57938676581299e-06,4.02755206558718e-06,4.39982805952974e-06,"YDR493W","MZM1"
"Q03430",3.32433389456243e-06,2.85924393740711e-06,3.41579066038792e-06,"YDR494W","RSM28"
"Q03435",2.29201105798052e-06,2.4866759626065e-06,2.36470800737424e-06,"YDL002C","NHP10"
"Q03441",8.77570035680014e-07,8.88422762304886e-07,1.08032799444958e-06,"YDL001W","RMD1"
"Q03455",3.19139968322935e-06,3.05166157497002e-06,3.64520923488525e-06,"YDR205W","MSC2"
"Q03466",2.18420812706957e-05,2.09805036903074e-05,2.43360282079947e-05,"YDR206W","EBS1"
"Q03496",2.68014446866901e-05,2.55497755582901e-05,2.6284733150834e-05,"YMR259C","TRM732"
"Q03497",7.37326285659598e-06,7.87352741765014e-06,7.6466887325226e-06,"YHL007C","STE20"
"Q03503",6.38534072096102e-06,6.36742983174985e-06,6.58237362537896e-06,"YPR051W","MAK3"
"Q03508",8.95583164886053e-07,9.10504568838317e-07,9.58732956803667e-07,"YMR265C","YMR265C"
"Q03516",6.72420646285118e-05,7.17303633693062e-05,7.29287554294203e-05,"YMR266W","RSN1"
"Q03529",9.19117792446783e-07,9.5767139087226e-07,9.03093312829455e-07,"YMR272C","SCS7"
"Q03532",0.000206593663932724,0.000217209216419965,0.000213691704346914,"YMR290C","HAS1"
"Q03558",0.000621635356412404,0.000593066387027199,0.000580697298320231,"YHR179W","OYE2"
"Q03629",8.83168652552761e-06,9.06563076268942e-06,8.90782731010601e-06,"YML079W","YML079W"
"Q03640",4.9021093663688e-05,5.02959215381037e-05,4.98177061423856e-05,"YML072C","TCB3"
"Q03648",9.94855078337238e-07,1.0157628163292e-06,1.02041508941648e-06,"YMR209C","YMR209C"
"Q03652",1.0655290288788e-06,1.11962971310061e-06,1.19526535585802e-06,"YMR211W","DML1"
"Q03653",1.48215185024476e-05,1.47223007435882e-05,1.55308711983961e-05,"YMR212C","EFR3"
"Q03654",9.58462573932153e-08,8.4953175035389e-08,9.76692030494776e-08,"YMR213W","CEF1"
"Q03655",6.27420723211263e-05,6.60178619609652e-05,6.81610088027568e-05,"YMR215W","GAS3"
"Q03656",1.88329658300241e-06,1.76300539971682e-06,1.86870760090331e-06,"YMR216C","SKY1"
"Q03660",1.57867563704962e-05,1.62799212258706e-05,1.73555721036588e-05,"YMR218C","TRS130"
"Q03661",6.50713832641705e-06,6.56096510266402e-06,6.79857864052888e-06,"YMR219W","ESC1"
"Q03674",8.06009847947256e-05,7.81107290203327e-05,7.9299260990127e-05,"YMR006C","PLB2"
"Q03677",3.75925523504289e-06,3.64731862592483e-06,5.08952791847825e-06,"YMR009W","ADI1"
"Q03690",0.000325971533807996,0.000334988420752521,0.00032331905983863,"YMR012W","CLU1"
"Q03705",2.58516330701299e-05,2.56254315266442e-05,2.54659203465161e-05,"YML036W","CGI121"
"Q03707",2.29624648971251e-05,2.30259764552182e-05,2.36591900620726e-05,"YML034W","SRC1"
"Q03713",8.19810637803724e-07,8.14597902637715e-07,8.3881281529435e-07,"YML030W","RCF1"
"Q03714",2.0154523900728e-06,2.00565644169018e-06,2.21713470266919e-06,"YML029W","USA1"
"Q03723",1.62371674446643e-05,1.75811034455804e-05,1.73474787082084e-05,"YML019W","OST6"
"Q03730",1.1200697155937e-05,1.20764670012247e-05,1.12796246938694e-05,"YML018C","YML018C"
"Q03735",1.68532518355756e-05,1.71599364731258e-05,1.78214652815102e-05,"YML117W","NAB6"
"Q03750",3.81052735379191e-06,4.01481719679629e-06,3.98173343108436e-06,"YML114C","TAF8"
"Q03758",5.65039545971864e-07,5.57503445287789e-07,5.90271492431631e-07,"YML111W","BUL2"
"Q03761",3.13397303727675e-05,3.12195627046149e-05,3.30462196921891e-05,"YDR145W","TAF12"
"Q03764",8.9740750019319e-06,9.11128901994231e-06,9.4151239470184e-06,"YDR147W","EKI1"
"Q03768",9.87842389231665e-06,9.99529321630585e-06,9.5375314981396e-06,"YDR152W","GIR2"
"Q03769",1.42069226958275e-05,1.42444205867178e-05,1.42860136905657e-05,"YDR153C","ENT5"
"Q03771",1.51024616301673e-05,1.63991967005001e-05,1.59956786144746e-05,"YDR161W","ACL4"
"Q03774",1.705328815223e-05,1.76793755972654e-05,1.75490098173618e-05,"YDR165W","TRM82"
"Q03776",1.57402240423205e-05,1.61364911456244e-05,1.5151059525046e-05,"YDR235W","PRP42"
"Q03778",1.49277198370164e-06,1.27661183160431e-06,1.36393750074719e-06,"YDR236C","FMN1"
"Q03780",2.22217904978874e-07,2.20657776721693e-07,2.37401359039801e-07,"YDR239C","YDR239C"
"Q03782",2.53168231553146e-06,2.51121264969735e-06,2.71040108225991e-06,"YDR240C","SNU56"
"Q03784",7.06534255167108e-07,7.23807117460245e-07,7.33463537284439e-07,"YDR246W","TRS23"
"Q03786",3.43703866998072e-06,3.36455972528773e-06,3.74361300933428e-06,"YDR248C","YDR248C"
"Q03790",3.40823177575177e-06,3.6061937862647e-06,3.65790871580882e-06,"YMR153W","NUP53"
"Q03798",1.48894075526931e-05,1.44043403332571e-05,1.52728115914069e-05,"YMR157C","AIM36"
"Q03799",1.09718677872311e-05,1.12061911775668e-05,1.14372432020896e-05,"YMR158W","MRPS8"
"Q03823",4.35528809774788e-06,4.52452897153808e-06,4.80657137832828e-06,"YMR160W","YMR160W"
"Q03825",6.10778731471816e-07,6.07564538876845e-07,6.69509021084756e-07,"YMR164C","MSS11"
"Q03834",4.79920907935249e-05,4.68117901411142e-05,5.44749065936982e-05,"YDR097C","MSH6"
"Q03835",5.89414101846039e-06,5.9353939940508e-06,5.62348347924328e-06,"YDR098C","GRX3"
"Q03860",1.06046642605595e-05,9.73188659200402e-06,9.81253990075118e-06,"YDR100W","TVP15"
"Q03862",0.000248300417347934,0.000266159166427718,0.000263047095056873,"YDR101C","ARX1"
"Q03900",2.10094673634225e-06,2.0031072629459e-06,2.15468829813514e-06,"YDR132C","YDR132C"
"Q03919",3.39236936251897e-06,3.40592252749498e-06,3.23607374015564e-06,"YDR139C","RUB1"
"Q03921",6.70559726014791e-05,6.93403749362737e-05,7.09440110708105e-05,"YDR141C","DOP1"
"Q03940",0.000317536911315385,0.000337194921260575,0.000318570697014016,"YDR190C","RVB1"
"Q03941",2.66103328485229e-06,2.59835186451121e-06,2.8641333251385e-06,"YDR196C","CAB5"
"Q03942",1.32045773192462e-05,1.24091194762237e-05,1.35519712654073e-05,"YDR198C","RKM2"
"Q03944",8.28714640740699e-06,7.31519849639232e-06,1.07615469060731e-05,"YDR200C","VPS64"
"Q03956",5.77445496776754e-07,4.08823125139782e-07,4.39229586488096e-07,"YDR202C","RAV2"
"Q03957",3.03880846229372e-06,2.80766157365308e-06,3.03943691646985e-06,"YKL139W","CTK1"
"Q03973",8.97071443768629e-05,8.84479496651813e-05,8.93166913687222e-05,"YDR174W","HMO1"
"Q03976",8.35324948563931e-06,8.09982779608759e-06,9.03864704836962e-06,"YDR175C","RSM24"
"Q04002",1.35283291873423e-05,1.12434458306061e-05,1.53978989235645e-05,"YDR180W","SCC2"
"Q04007",7.87666533723152e-07,8.07501207478626e-07,7.68874683647414e-07,"YDR186C","SND1"
"Q04013",0.000525333786446558,0.000536912386902923,0.000559096468495503,"YMR241W","YHM2"
"Q04031",5.81965195041171e-07,6.12315507205032e-07,6.00598075996443e-07,"YDR412W","RRP17"
"Q04033",1.70396870047062e-06,1.60595051245568e-06,1.78414171734208e-06,"YDR415C","YDR415C"
"Q04048",7.33336681839673e-06,7.04498261930201e-06,7.7251421962274e-06,"YDR416W","SYF1"
"Q04049",3.18466690485949e-06,3.3204452141736e-06,3.28326773091097e-06,"YDR419W","RAD30"
"Q04053",1.12751239623188e-06,1.08341486989729e-06,1.20661085283172e-06,"YDR425W","SNX41"
"Q04062",0.000491897693667043,0.000489971894354889,0.00049571801752431,"YDR427W","RPN9"
"Q04066",1.32430379540107e-05,1.31320622782479e-05,1.47082720655328e-05,"YDR428C","BNA7"
"Q04067",9.50982941500783e-05,0.000100173375359851,9.6572851819865e-05,"YDR429C","TIF35"
"Q04080",5.17358441356547e-05,5.19957008820067e-05,5.19835223019311e-05,"YDR434W","GPI17"
"Q04081",7.65696126490568e-06,7.40602182425536e-06,7.50217198103878e-06,"YDR435C","PPM1"
"Q04089",8.5643559729586e-07,9.29661169969147e-07,9.2346435381706e-07,"YDR440W","DOT1"
"Q04093",9.06125011471792e-07,8.71814980840567e-07,9.96496384292155e-07,"YDR444W","YDR444W"
"Q04119",1.04025062148691e-05,1.00712253370206e-05,1.08774899407939e-05,"YDR452W","PPN1"
"Q04120",3.1314352940286e-07,3.37510370792765e-07,3.29989254092777e-07,"YDR453C","TSA2"
"Q04170",2.69339899365383e-06,2.73822297768542e-06,2.72033730701733e-06,"YDR391C","YDR391C"
"Q04172",4.00192100392322e-06,3.48418666404217e-06,3.61171300807023e-06,"YDR393W","SHE9"
"Q04175",0.000175824101598323,0.000170935236251787,0.000174398660579877,"YDR395W","SXM1"
"Q04177",0.000101580027430138,0.000106847263434633,0.000108158261572049,"YDR398W","UTP5"
"Q04178",7.34045619081499e-05,7.56076110941168e-05,7.61276474855639e-05,"YDR399W","HPT1"
"Q04179",2.29608517566993e-06,2.46126096513072e-06,2.52908837086027e-06,"YDR400W","URH1"
"Q04183",6.01423628707945e-06,6.00618341984805e-06,6.53621075210411e-06,"YDR407C","TRS120"
"Q04195",6.17640346952595e-07,5.86565223738585e-07,6.80510209458843e-07,"YDR409W","SIZ1"
"Q04199",4.70426710909677e-06,4.75839464726576e-06,5.34399866273146e-06,"YML102W","CAC2"
"Q04212",3.29400118444588e-05,3.16886117350569e-05,3.53589002814073e-05,"YMR041C","ARA2"
"Q04217",3.59674228291881e-05,3.42101031832232e-05,3.51447981851652e-05,"YMR128W","ECM16"
"Q04223",1.37659643968482e-06,1.35812991439303e-06,1.39966129781025e-06,"YMR130W","YMR130W"
"Q04225",3.30397630871416e-06,3.39219524795515e-06,3.35660754860371e-06,"YMR131C","RRB1"
"Q04226",6.65237934883066e-06,7.06380267882652e-06,8.95484865584152e-06,"YML015C","TAF11"
"Q04228",1.21640114337938e-05,1.24492300381962e-05,1.2976250886739e-05,"YML013W","UBX2"
"Q04231",2.07453110216814e-06,2.19432237295041e-06,2.23691728679805e-06,"YML011C","RAD33"
"Q04233",2.98818484155845e-06,2.97500303873946e-06,3.20870511779377e-06,"YML006C","GIS4"
"Q04264",2.91438047147512e-05,2.95631617777041e-05,3.0112882626163e-05,"YMR076C","PDS5"
"Q04279",1.67524641649111e-06,1.49640861657735e-06,1.8338268814011e-06,"YMR086W","SEG1"
"Q04299",1.80938765872454e-06,1.8484500234765e-06,1.99094077282032e-06,"YMR087W","YMR087W"
"Q04301",1.11701424354277e-05,1.14179471257801e-05,1.13825926988632e-05,"YMR088C","VBA1"
"Q04304",7.5268378749221e-06,7.02423024787505e-06,7.8579844509066e-06,"YMR090W","YMR090W"
"Q04305",2.23685303383652e-05,2.31618873170473e-05,2.39083398520096e-05,"YMR093W","UTP15"
