"Accession","Rich_1","Rich_2","Gene","Protein"
"Q02685",3.11810625997727e-06,5.32376136550553e-06,"YPL024W","RMI1"
"Q02724",5.51237876615499e-06,5.16845773973983e-06,"YPL020C","ULP1"
"Q02725",1.3373228788763e-05,1.37005057527273e-05,"YPL019C","VTC3"
"Q02753",1.85130122173068e-05,1.77653036871299e-05,"YBR191W","RPL21A"
"Q02754",7.27124860025486e-06,7.03446690153332e-06,"YPL067C","YPL067C"
"Q02767",4.88949729083774e-06,4.95711676572904e-06,"YPL065W","VPS28"
"Q02770",1.54368873948883e-06,1.38034507433917e-06,"YPL064C","CWC27"
"Q02772",1.35334755364247e-05,1.25114692365115e-05,"YJR034W","PET191"
"Q02773",4.4574959622509e-05,4.30799116383395e-05,"YML091C","RPM2"
"Q02774",4.82734099067638e-05,5.0892121419997e-05,"YDL212W","SHR3"
"Q02776",7.76224159174081e-05,7.8725384331918e-05,"YPL063W","TIM50"
"Q02784",3.79524603785011e-05,3.50904156666141e-05,"YPL059W","GRX5"
"Q02785",0.000138946040073466,0.000137672340648711,"YPL058C","PDR12"
"Q02792",1.68549459495541e-05,1.67508534261447e-05,"YOR048C","RAT1"
"Q02793",2.87372875816478e-06,2.92516976458144e-06,"YGL213C","SKI8"
"Q02795",7.24773640332005e-05,7.74690720130332e-05,"YMR149W","SWP1"
"Q02804",3.2318303393169e-06,3.336410138553e-06,"YPL051W","ARL3"
"Q02805",8.70845276271507e-07,9.24017977797627e-07,"YOR018W","ROD1"
"Q02821",0.000247372579152518,0.000231581578451425,"YNL189W","SRP1"
"Q02863",3.05482396223553e-06,3.24822143815975e-06,"YPL072W","UBP16"
"Q02866",3.46417686982973e-06,3.34903432558388e-06,"YPL070W","MUK1"
"Q02875",1.40700195620676e-05,1.40925136143391e-05,"YPL105C","SYH1"
"Q02883",1.99563996185784e-06,1.84521143730002e-06,"YPL103C","FMP30"
"Q02884",2.36367607126673e-05,2.35622718699192e-05,"YPL101W","ELP4"
"Q02887",2.41436658008698e-06,2.33129790887643e-06,"YPL100W","ATG21"
"Q02890",6.93649002859074e-06,7.30365677912444e-06,"YPL096W","PNG1"
"Q02892",0.000323776856491298,0.000330027541478455,"YPL093W","NOG1"
"Q02908",3.31399339889512e-05,3.37773673405729e-05,"YPL086C","ELP3"
"Q02931",8.58222510935616e-05,9.47653509744185e-05,"YPL126W","NAN1"
"Q02932",2.58748328098832e-05,2.52555448359687e-05,"YPL125W","KAP120"
"Q02939",1.31897254264358e-05,1.298024086208e-05,"YPL122C","TFB2"
"Q02950",2.42229330016381e-05,2.44252631289148e-05,"YPL118W","MRP51"
"Q02959",2.28442933722053e-05,2.35099855622323e-05,"YPL116W","HOS3"
"Q02969",1.61721552706661e-05,1.60347233333583e-05,"YPL112C","PEX25"
"Q02979",1.49342233309796e-05,1.51360440441644e-05,"YPL110C","GDE1"
"Q02981",1.09739431478426e-05,8.7743229222912e-06,"YPL109C","YPL109C"
"Q03010",2.05182266859056e-06,2.13369305722292e-06,"YPL139C","UME1"
"Q03012",2.87944578986299e-06,2.89605781988198e-06,"YPL138C","SPP1"
"Q03016",1.44784143718337e-05,1.45551860245716e-05,"YPL137C","GIP3"
"Q03028",4.81756307340041e-05,4.87843404696057e-05,"YPL134C","ODC1"
"Q03048",2.05994734491946e-05,1.89324861430965e-05,"YLL050C","COF1"
"Q03063",2.38361234958833e-07,2.32468673642436e-07,"YPL049C","DIG1"
"Q03088",1.23853226938905e-05,1.29519952595379e-05,"YPL032C","SVL3"
"Q03102",4.37028076953715e-05,4.37153071736087e-05,"YML131W","YML131W"
"Q03103",6.80632666269664e-05,6.62518232985549e-05,"YML130C","ERO1"
"Q03104",2.24942054884695e-05,2.20449299300074e-05,"YML128C","MSC1"
"Q03124",5.73728762117821e-05,5.69115390851078e-05,"YML127W","RSC9"
"Q03148",2.65951046827222e-07,2.08293568324382e-07,"YMR096W","SNZ1"
"Q03153",6.71851921818628e-06,6.84207772507641e-06,"YMR098C","ATP25"
"Q03161",6.57032436204811e-05,6.48006985168939e-05,"YMR099C","YMR099C"
"Q03162",2.04292783017499e-06,2.04113871264206e-06,"YMR100W","MUB1"
"Q03177",4.58643413490135e-06,4.9638377156683e-06,"YMR102C","YMR102C"
"Q03195",0.00104255478593277,0.0010943095288566,"YDR091C","RLI1"
"Q03201",4.84479220979123e-06,4.8065300993844e-06,"YDR041W","RSM10"
"Q03214",2.00985463301334e-06,1.2029246434028e-06,"YMR176W","ECM5"
"Q03219",1.49460194688225e-05,1.44453650204697e-05,"YMR178W","YMR178W"
"Q03233",7.62710845233191e-06,7.75569232430755e-06,"YMR184W","ADD37"
"Q03246",6.03249176266603e-05,5.91067172726983e-05,"YMR188C","MRPS17"
"Q03254",4.10302257090696e-05,3.19215250665083e-05,"YMR277W","FCP1"
"Q03262",1.1345340789856e-05,1.16871751711676e-05,"YMR278W","PRM15"
"Q03264",1.58549346172587e-05,1.56654384466762e-05,"YMR285C","NGL2"
"Q03266",8.00175010429582e-06,7.71333510738953e-06,"YMR289W","ABZ2"
"Q03280",0.00011384074694842,0.000111520552370562,"YDR457W","TOM1"
"Q03281",9.901654420934e-06,9.36606299434291e-06,"YDR458C","HEH2"
"Q03290",8.83911990781705e-06,9.19727599746503e-06,"YDR460W","TFB3"
"Q03305",6.5811637019745e-06,6.25422251051656e-06,"YDR465C","RMT2"
"Q03308",1.01430269436911e-05,7.44340087336549e-06,"YPL045W","VPS16"
"Q03327",6.92681665950726e-06,6.99365394609081e-06,"YDR470C","UGO1"
"Q03330",5.81831541205188e-06,5.7304413671677e-06,"YGR252W","GCN5"
"Q03337",1.57079323749325e-05,1.6333050665262e-05,"YDR472W","TRS31"
"Q03338",1.04562804407536e-06,1.05428783332434e-06,"YDR473C","PRP3"
"Q03361",1.60303792707717e-06,1.62411279581363e-06,"YDR475C","JIP4"
"Q03362",2.79385987786478e-05,2.99613081546246e-05,"YDR476C","YDR476C"
"Q03407",6.4758981427514e-06,5.99044873954499e-06,"YDR490C","PKH1"
"Q03429",2.37589995799322e-05,2.3486776601741e-05,"YDR493W","MZM1"
"Q03430",8.12247168469631e-06,8.16649605638225e-06,"YDR494W","RSM28"
"Q03435",1.46850636033282e-06,1.31307686410434e-06,"YDL002C","NHP10"
"Q03441",1.51176911002698e-06,1.52232958073767e-06,"YDL001W","RMD1"
"Q03455",1.60858660416257e-05,1.5166612222605e-05,"YDR205W","MSC2"
"Q03466",1.50492861393317e-05,1.51815245948416e-05,"YDR206W","EBS1"
"Q03496",5.07996394589078e-05,5.08141687082023e-05,"YMR259C","TRM732"
"Q03497",8.30165285261787e-06,8.76696949940516e-06,"YHL007C","STE20"
"Q03503",1.04339589105142e-05,1.0049240939485e-05,"YPR051W","MAK3"
"Q03508",1.83104432818263e-06,1.83455590283502e-06,"YMR265C","YMR265C"
"Q03516",0.000216485970659292,0.000218685414609999,"YMR266W","RSN1"
"Q03532",0.000313920663805715,0.000316448417850102,"YMR290C","HAS1"
"Q03558",0.000255342566420798,0.000241070883445762,"YHR179W","OYE2"
"Q03629",1.34111685551436e-05,1.34150042951871e-05,"YML079W","YML079W"
"Q03631",2.39741031989036e-06,2.47685121074091e-06,"YML076C","WAR1"
"Q03640",6.28677868904309e-05,6.36655735615269e-05,"YML072C","TCB3"
"Q03648",1.27679080271861e-06,1.2853279091667e-06,"YMR209C","YMR209C"
"Q03652",2.35918247969493e-06,2.45544241820774e-06,"YMR211W","DML1"
"Q03653",2.15827307152608e-05,2.33575274003285e-05,"YMR212C","EFR3"
"Q03654",4.87752696011166e-07,6.37448935643404e-07,"YMR213W","CEF1"
"Q03655",9.2700863463794e-05,9.88338139354032e-05,"YMR215W","GAS3"
"Q03656",3.98799244114618e-06,4.08221282152574e-06,"YMR216C","SKY1"
"Q03660",1.00875274992545e-05,9.97028868179227e-06,"YMR218C","TRS130"
"Q03674",5.93950553830839e-06,5.17171097327641e-06,"YMR006C","PLB2"
"Q03677",8.64995897074066e-06,8.70268909800387e-06,"YMR009W","ADI1"
"Q03690",0.000592433856983535,0.000580149289711886,"YMR012W","CLU1"
"Q03705",2.39921194357751e-05,2.34721102805293e-05,"YML036W","CGI121"
"Q03707",2.76537249050283e-05,2.83474598116703e-05,"YML034W","SRC1"
"Q03713",2.76956593087803e-06,2.84171576437624e-06,"YML030W","RCF1"
"Q03723",1.20369313907569e-05,1.18397011826271e-05,"YML019W","OST6"
"Q03730",1.19009406603662e-05,1.2638048277534e-05,"YML018C","YML018C"
"Q03735",7.47355836889127e-06,7.86148294628715e-06,"YML117W","NAB6"
"Q03750",2.3568690428201e-06,2.01623215682038e-06,"YML114C","TAF8"
"Q03758",3.62765879830916e-07,3.63538313505603e-07,"YML111W","BUL2"
"Q03761",3.87554610851001e-05,3.72902455256054e-05,"YDR145W","TAF12"
"Q03764",7.28090052739829e-06,7.22424921070329e-06,"YDR147W","EKI1"
"Q03768",4.54314085022366e-06,4.61375199220193e-06,"YDR152W","GIR2"
"Q03769",3.13110267039017e-05,3.13787988656257e-05,"YDR153C","ENT5"
"Q03771",1.83994539985598e-05,1.71185727358116e-05,"YDR161W","ACL4"
"Q03774",2.19975742117897e-05,2.18561888058312e-05,"YDR165W","TRM82"
"Q03776",1.15381440797315e-05,1.1145414169305e-05,"YDR235W","PRP42"
"Q03778",6.10950702931478e-06,6.42093001455952e-06,"YDR236C","FMN1"
"Q03782",7.77932653774395e-06,6.72849254473657e-06,"YDR240C","SNU56"
"Q03786",2.7406826929766e-06,2.70689316671927e-06,"YDR248C","YDR248C"
"Q03790",1.24292247608314e-06,1.13929471740964e-06,"YMR153W","NUP53"
"Q03798",2.48388403603e-05,2.40564011174566e-05,"YMR157C","AIM36"
"Q03799",2.97653270320342e-05,3.1318709308259e-05,"YMR158W","MRPS8"
"Q03818",2.63907060670619e-07,3.23746142847756e-07,"YMR159C","ATG16"
"Q03823",4.28014137362272e-06,4.12330549656406e-06,"YMR160W","YMR160W"
"Q03829",2.50705968626653e-06,2.64345051743448e-06,"YMR166C","YMR166C"
"Q03834",4.39164868440775e-05,4.31976585097261e-05,"YDR097C","MSH6"
"Q03835",4.92436531600552e-06,4.85191260132177e-06,"YDR098C","GRX3"
"Q03860",1.08668979491492e-05,1.02934597569171e-05,"YDR100W","TVP15"
"Q03862",0.000475585362665505,0.000471891785548496,"YDR101C","ARX1"
"Q03921",8.78025663002442e-05,8.69617720967095e-05,"YDR141C","DOP1"
"Q03940",0.000215606586841617,0.000188819755909058,"YDR190C","RVB1"
"Q03941",2.43415980709597e-06,2.47566364578343e-06,"YDR196C","CAB5"
"Q03942",1.56828729891202e-05,1.52134201392402e-05,"YDR198C","RKM2"
"Q03954",1.08674654637885e-06,1.04627310860274e-06,"YDR201W","SPC19"
"Q03957",7.27582189836348e-06,7.35414197391806e-06,"YKL139W","CTK1"
"Q03973",0.000103553810093933,0.000119413453091573,"YDR174W","HMO1"
"Q03976",2.72147636367981e-05,2.86628937760459e-05,"YDR175C","RSM24"
"Q04002",1.95320703448846e-05,2.02295774709821e-05,"YDR180W","SCC2"
"Q04013",0.000466895987356163,0.000478734525304392,"YMR241W","YHM2"
"Q04031",2.03866267573109e-06,1.93495556154056e-06,"YDR412W","RRP17"
"Q04033",1.62859970875378e-06,1.71553395109605e-06,"YDR415C","YDR415C"
"Q04048",1.3750430035365e-05,1.32663047727627e-05,"YDR416W","SYF1"
"Q04052",9.07382253000228e-07,1.01043775376555e-06,"YDR421W","ARO80"
"Q04053",1.5875540102642e-06,1.52844192336585e-06,"YDR425W","SNX41"
"Q04062",0.000475332083578974,0.000470168230800097,"YDR427W","RPN9"
"Q04066",1.21825782839818e-05,1.19310478702096e-05,"YDR428C","BNA7"
"Q04067",0.000324879365103683,0.000355412725939975,"YDR429C","TIF35"
"Q04080",5.02005632086134e-05,5.13630360388062e-05,"YDR434W","GPI17"
"Q04081",1.98105883842121e-05,1.9723799119543e-05,"YDR435C","PPM1"
"Q04093",3.27401029795871e-06,3.47977154569273e-06,"YDR444W","YDR444W"
"Q04119",1.73192961738728e-05,1.79958975146964e-05,"YDR452W","PPN1"
"Q04120",2.85488539160414e-07,2.81829097768923e-07,"YDR453C","TSA2"
"Q04149",6.81408056379994e-07,6.90690985780524e-07,"YDR386W","MUS81"
"Q04170",2.89346287845e-06,2.87037068459261e-06,"YDR391C","YDR391C"
"Q04172",8.58575513909147e-06,8.62197829744907e-06,"YDR393W","SHE9"
"Q04175",0.000198547566791091,0.000195030496292353,"YDR395W","SXM1"
"Q04177",5.6007615902788e-05,5.72425589593839e-05,"YDR398W","UTP5"
"Q04178",2.46732095093475e-05,2.50708892356731e-05,"YDR399W","HPT1"
"Q04183",1.03694506583485e-05,9.33243800525857e-06,"YDR407C","TRS120"
"Q04195",7.53194389476405e-07,8.23466830749193e-07,"YDR409W","SIZ1"
"Q04199",2.85362363938591e-06,2.77161668285063e-06,"YML102W","CAC2"
"Q04212",5.46775299581694e-05,5.6364719925531e-05,"YMR041C","ARA2"
"Q04217",5.83870600556469e-05,5.81018197178578e-05,"YMR128W","ECM16"
"Q04223",7.90281210172658e-07,7.21433791107721e-07,"YMR130W","YMR130W"
"Q04225",4.56804586140161e-06,4.48892372757712e-06,"YMR131C","RRB1"
"Q04226",1.13550981789027e-05,1.14227355762226e-05,"YML015C","TAF11"
"Q04228",1.60039339105183e-05,1.65621196664657e-05,"YML013W","UBX2"
"Q04231",2.59167810781972e-06,2.58497700372316e-06,"YML011C","RAD33"
"Q04233",3.09890135779466e-06,3.05286301965549e-06,"YML006C","GIS4"
"Q04264",5.94164245071962e-05,5.94334182507159e-05,"YMR076C","PDS5"
"Q04279",3.97517399346941e-06,3.25521827958794e-06,"YMR086W","SEG1"
"Q04301",1.12968492530801e-05,1.10740786693153e-05,"YMR088C","VBA1"
"Q04305",2.608176158299e-05,2.55155576856432e-05,"YMR093W","UTP15"
"Q04311",4.73894297336635e-06,4.87369369339584e-06,"YDR049W","VMS1"
"Q04322",4.16131493829962e-06,4.16250511962326e-06,"YMR192W","GYL1"
"Q04336",2.43685867982246e-05,2.35520579493423e-05,"YMR196W","YMR196W"
"Q04338",1.11393223387233e-05,1.08326974327218e-05,"YMR197C","VTI1"
"Q04341",2.7129199377994e-05,2.69857777960375e-05,"YDR031W","MIX14"
"Q04344",4.25387273467523e-05,4.39720435828975e-05,"YDL125C","HNT1"
"Q04347",8.32798597166162e-06,8.54265316332816e-06,"YMR014W","BUD22"
"Q04371",7.30954723101755e-05,6.73758363035371e-05,"YMR027W","YMR027W"
"Q04372",2.01384788597467e-06,2.05248711006804e-06,"YMR028W","TAP42"
"Q04373",0.00039689368257624,0.000391440051092079,"YDR496C","PUF6"
"Q04401",2.57085111612411e-05,2.65730595441612e-05,"YDR511W","SDH7"
"Q04406",5.31369578034787e-06,4.6978675728005e-06,"YDR512C","EMI1"
"Q04408",1.14052284958597e-05,1.11861027858913e-05,"YDR514C","YDR514C"
"Q04409",4.83999844788302e-05,3.51807145778463e-05,"YDR516C","EMI2"
"Q04410",1.82567571717885e-05,1.80501229002832e-05,"YDR517W","GRH1"
"Q04418",9.05006696967934e-06,8.75469770751051e-06,"YDR527W","RBA50"
"Q04430",2.73172931882912e-05,2.64811998619712e-05,"YDR531W","CAB1"
"Q04431",3.17117265858462e-06,2.78893519652975e-06,"YDR532C","KRE28"
"Q04437",1.46543771787907e-06,1.50767389095499e-06,"YMR106C","YKU80"
"Q04439",8.66388436322655e-05,8.89146264858525e-05,"YMR109W","MYO5"
"Q04458",8.11461657159724e-05,7.48403783470538e-05,"YMR110C","HFD1"
"Q04472",2.48229339430352e-05,2.44161996792064e-05,"YMR115W","MGR3"
"Q04489",1.57995662524924e-05,1.60353643943995e-05,"YML096W","YML096W"
"Q04491",0.000120346958053476,0.000122458245826662,"YLR208W","SEC13"
"Q04493",6.27219449751611e-05,7.26734116928212e-05,"YML094W","GIM5"
"Q04500",1.10789771645384e-06,1.0205293529856e-06,"YML093W","UTP14"
"Q04511",1.06813436044204e-06,9.68104135733245e-07,"YML088W","UFO1"
"Q04533",1.6739920562734e-05,1.71309330340908e-05,"YML082W","YML082W"
"Q04545",3.82407616903778e-06,3.44685639016821e-06,"YML081W","TDA9"
"Q04562",4.49125209692679e-06,4.40505311242723e-06,"YDR107C","TMN2"
"Q04585",7.55070384424337e-06,7.15063993150416e-06,"YDR109C","YDR109C"
"Q04599",5.89732389216653e-05,6.2261826068963e-05,"YDR116C","MRPL1"
"Q04600",2.87053400874609e-05,2.93001395063828e-05,"YDR117C","TMA64"
"Q04601",3.41558679842565e-06,3.25546835224978e-06,"YDR118W","APC4"
"Q04602",9.7764414270477e-06,8.82285400696224e-06,"YDR119W","VBA4"
"Q04603",1.96950630138456e-05,1.96006924829608e-05,"YDR121W","DPB4"
"Q04632",1.07147967561968e-05,1.1624832279404e-05,"YML071C","COG8"
"Q04636",3.88967255467501e-05,3.82958168309097e-05,"YML069W","POB3"
"Q04651",2.05019736994328e-06,1.92739634471894e-06,"YML067C","ERV41"
"Q04660",0.000140950427211378,0.000141148008542386,"YMR049C","ERB1"
"Q04673",1.01960207833344e-05,9.67805151406125e-06,"YLR005W","SSL1"
"Q04689",1.5600249553023e-06,1.49818007037936e-06,"YML050W","AIM32"
"Q04693",1.34522443388073e-05,1.47147908397396e-05,"YML049C","RSE1"
"Q04697",0.000406169503684614,0.000402568025902269,"YML048W","GSF2"
"Q04728",0.000249982551329411,0.000264705653494432,"YMR062C","ARG7"
"Q04740",2.37651276587711e-07,2.4351021570597e-07,"YMR234W","RNH1"
"Q04748",1.05161451968114e-05,9.72849764320318e-06,"YMR066W","SOV1"
"Q04767",3.82414426260391e-06,3.8402389428182e-06,"YMR071C","TVP18"
"Q04772",9.2913459056229e-06,9.46858681958526e-06,"YMR073C","IRC21"
"Q04773",3.41098112197363e-05,3.16651159320825e-05,"YMR074C","YMR074C"
"Q04781",3.89301014467278e-05,3.80598498818151e-05,"YMR247C","RKR1"
"Q04792",2.01061958861934e-06,2.17619287820538e-06,"YMR250W","GAD1"
"Q04835",2.7369954315642e-07,2.73777824202047e-07,"YMR253C","YMR253C"
"Q04847",3.1100842557809e-06,3.27744728667177e-06,"YMR258C","ROY1"
"Q04868",8.7652537686988e-07,8.84070382747923e-07,"YMR312W","ELP6"
"Q04869",0.000100742336584727,0.000108293808338866,"YMR315W","YMR315W"
"Q04894",0.000236821588146324,0.000228810849341076,"YMR318C","ADH6"
"Q04924",2.22359370969551e-05,2.24029738835523e-05,"YDR221W","GTB1"
"Q04934",4.5285800797558e-05,4.49771050785344e-05,"YDR229W","IVY1"
"Q04935",2.07879591447956e-05,2.02303842738543e-05,"YDR231C","COX20"
"Q04947",0.000790790028322454,0.000801633870022438,"YDR233C","RTN1"
"Q04951",3.29339420099194e-05,3.32044023746387e-05,"YMR305C","SCW10"
"Q04958",1.17648868947362e-05,1.168020999643e-05,"YML059C","NTE1"
"Q04969",1.80847923388187e-05,1.85267446199559e-05,"YML055W","SPC2"
"Q04991",0.000101964033488137,0.000104272373881684,"YMR221C","FMP42"
"Q05016",0.000694248680958152,0.000757010058371831,"YMR226C","YMR226C"
"Q05021",1.85351276965677e-05,1.72074569290169e-05,"YMR227C","TAF7"
"Q05022",0.00054713858179811,0.000558157414270743,"YMR229C","RRP5"
"Q05024",1.05436780761071e-05,1.07941234465086e-05,"YMR233W","TRI1"
"Q05027",2.01656693733379e-05,2.215087705096e-05,"YMR236W","TAF9"
"Q05029",4.46024378979148e-05,4.3190699320014e-05,"YMR237W","BCH1"
"Q05031",1.86222514218497e-05,1.91310256311857e-05,"YMR238W","DFG5"
"Q05040",2.05888021696447e-05,1.87877787375099e-05,"YMR029C","FAR8"
"Q05050",2.38899810377649e-05,2.34911852578557e-05,"YMR031C","EIS1"
"Q05080",1.35106687529268e-06,9.9570453069809e-07,"YMR032W","HOF1"
"Q05123",6.0239683565749e-05,5.71508863388523e-05,"YMR033W","ARP9"
"Q05166",6.04595892103499e-06,6.34378057318762e-06,"YDL088C","ASM4"
"Q05359",6.13591187470568e-05,6.14895620550361e-05,"YAR002C-A","ERP1"
"Q05468",1.1789983567616e-05,1.11878931768474e-05,"YDR333C","RQC1"
"Q05471",4.12977303504235e-06,4.27263751148158e-06,"YDR334W","SWR1"
"Q05498",8.00213025679788e-06,7.18502865716915e-06,"YDR339C","FCF1"
"Q05506",0.00140476212219348,0.00143339550289519,"YDR341C","YDR341C"
"Q05515",2.71796166983408e-05,2.90449139295362e-05,"YDR346C","SVF1"
"Q05518",5.26140270177033e-06,4.57055171674263e-06,"YDR348C","PAL1"
"Q05521",2.50414023356569e-05,2.67734655937258e-05,"YDR284C","DPP1"
"Q05541",1.95108833795393e-06,1.98095036999134e-06,"YDR288W","NSE3"
"Q05543",2.59480054197254e-05,2.47566262366485e-05,"YDR289C","RTT103"
"Q05549",4.16687431140736e-06,3.7706221286692e-06,"YDR291W","HRQ1"
"Q05567",5.26857690994197e-05,5.31328118826485e-05,"YDR294C","DPL1"
"Q05568",9.78175501267014e-07,1.03601146245599e-06,"YDR265W","PEX10"
"Q05580",2.5941474807691e-06,2.58407739584491e-06,"YDR266C","HEL2"
"Q05584",9.92481991234022e-06,1.0262188141791e-05,"YDR272W","GLO2"
"Q05635",2.36325120063555e-06,2.330756950843e-06,"YDR279W","RNH202"
"Q05636",6.71542764074297e-05,6.83745417098427e-05,"YDR280W","RRP45"
"Q05648",4.73369940642565e-06,4.79043403623474e-06,"YDR282C","MRX10"
"Q05775",0.000304067801268272,0.000318926081200501,"YLR192C","HCR1"
"Q05778",3.73693567511324e-06,3.63468125971466e-06,"YLR199C","PBA1"
"Q05779",1.92123260261474e-05,1.95721625615315e-05,"YLR201C","COQ9"
"Q05785",3.56428152551131e-05,3.56530094878658e-05,"YLR206W","ENT2"
"Q05787",1.38902246580795e-05,1.41217638860265e-05,"YLR207W","HRD3"
"Q05788",3.86003905096438e-05,4.10952068811504e-05,"YLR209C","PNP1"
"Q05791",1.24991029910355e-05,1.17940570399695e-05,"YLR215C","CDC123"
"Q05812",2.02366643119136e-06,2.11189295304963e-06,"YLR219W","MSC3"
"Q05871",1.12284194882623e-06,1.1866557443623e-06,"YLR284C","ECI1"
"Q05874",1.71202207902186e-06,1.76563454898712e-06,"YLR285W","NNT1"
"Q05881",2.00253323810408e-05,1.96627666087356e-05,"YLR287C","YLR287C"
"Q05892",6.19088455551858e-06,5.99508975789231e-06,"YLR290C","COQ11"
"Q05900",9.76098389150987e-06,1.00641995048633e-05,"YLR298C","YHC1"
"Q05902",7.23465236700157e-06,6.85295601917627e-06,"YLR299W","ECM38"
"Q05905",0.00035888605049538,0.000363889565375798,"YLR301W","HRI1"
"Q05911",0.00218927787307608,0.00220584509699958,"YLR359W","ADE13"
"Q05926",6.28848040023061e-07,6.74499793598421e-07,"YLR364W","GRX8"
"Q05931",2.35191213850684e-05,2.27522028802258e-05,"YLR369W","SSQ1"
"Q05933",0.000107592333326052,0.000103220342480052,"YLR370C","ARC18"
"Q05934",1.58951557339963e-05,1.62816767423187e-05,"YLR373C","VID22"
"Q05946",1.19052661627515e-05,1.15634923230212e-05,"YLR222C","UTP13"
"Q05948",1.99808185385105e-05,2.12686882343729e-05,"YLR225C","YLR225C"
"Q05979",1.71881178065684e-05,1.73687990105476e-05,"YLR231C","BNA5"
"Q05998",7.21582160739271e-05,6.80721262022255e-05,"YLR237W","THI7"
"Q06005",2.20308762586266e-06,2.37092223264737e-06,"YLR239C","LIP2"
"Q06010",5.17293800844105e-05,5.2956337480958e-05,"YLR389C","STE23"
"Q06011",1.55961740181747e-05,1.50667726698076e-05,"YLR390W","ECM19"
"Q06053",3.29370508395826e-05,3.13676410031605e-05,"YLR401C","DUS3"
"Q06063",1.21119384178182e-05,1.20782767133609e-05,"YLR405W","DUS4"
"Q06078",2.94394139061741e-05,2.95476570644419e-05,"YLR409C","UTP21"
"Q06089",2.38291550139517e-05,2.44777080763331e-05,"YPR098C","YPR098C"
"Q06090",2.07739775564944e-05,2.1083787473858e-05,"YPR100W","MRPL51"
"Q06096",2.02811202858424e-05,1.69843988987051e-05,"YPR105C","COG4"
"Q06103",0.000254163194591092,0.000258544970876528,"YPR108W","RPN7"
"Q06104",5.10845311867946e-07,5.02991553519869e-07,"YPR109W","YPR109W"
"Q06106",2.82244861266387e-05,2.86677790445285e-05,"YPR112C","MRD1"
"Q06107",8.66509373390944e-06,8.27442915984374e-06,"YPR114W","YPR114W"
"Q06132",4.20761282522283e-05,4.29253592045301e-05,"YLR336C","SGD1"
"Q06137",1.30955458343062e-05,1.28288391484524e-05,"YLR345W","YLR345W"
"Q06142",0.000500108222081935,0.000490631041962693,"YLR347C","KAP95"
"Q06143",3.18073301086258e-05,3.26219065243595e-05,"YLR348C","DIC1"
"Q06146",6.80904543530808e-06,6.86430790923327e-06,"YLR257W","YLR257W"
"Q06147",1.18422985954298e-06,1.2262864540623e-06,"YLR260W","LCB5"
"Q06151",4.34706417187882e-05,4.50887372375627e-05,"YLR270W","DCS1"
"Q06156",1.14341645200574e-05,1.07116457352558e-05,"YLR272C","YCS4"
"Q06168",7.04581047148475e-07,5.99611523314938e-07,"YLR321C","SFH1"
"Q06169",3.90989803279734e-06,3.72122695334049e-06,"YLR324W","PEX30"
"Q06178",1.53672929198334e-05,1.55169781906819e-05,"YLR328W","NMA1"
"Q06179",1.67431526131959e-05,1.73526814453672e-05,"YLR454W","FMP27"
"Q06188",1.75188225131884e-06,1.769802625877e-06,"YLR455W","YLR455W"
"Q06205",0.000223995584870748,0.000222644238483206,"YLR449W","FPR4"
"Q06211",9.50472675822626e-06,9.78927009334618e-06,"YPR164W","MMS1"
"Q06214",6.94155052141535e-06,7.00278738652779e-06,"YPR169W","JIP5"
"Q06217",1.43929793682836e-05,1.48665664359254e-05,"YLR275W","SMD2"
"Q06218",0.00011552124197482,0.000117847350984176,"YLR276C","DBP9"
"Q06224",1.02563895626717e-06,1.18267195713089e-06,"YLR277C","YSH1"
"Q06245",1.5287847736839e-05,1.49015430684384e-05,"YLR166C","SEC10"
"Q06252",6.72264027182894e-06,6.30540058781229e-06,"YLR179C","YLR179C"
"Q06263",3.18487089037167e-06,3.31132984923532e-06,"YLR181C","VTA1"
"Q06266",1.39135965396944e-06,1.49613941780754e-06,"YLR183C","TOS4"
"Q06287",4.77329082619084e-05,4.75743455671497e-05,"YLR186W","EMG1"
"Q06315",4.78525462992377e-06,4.8517966526556e-06,"YLR187W","SKG3"
"Q06328",1.52099971608658e-06,1.53205557441632e-06,"YDR352W","YPQ2"
"Q06336",2.29020169700886e-05,2.18653719684811e-05,"YDR358W","GGA1"
"Q06337",8.30269442494826e-06,8.05541771051374e-06,"YDR359C","EAF1"
"Q06338",4.98339270913418e-05,4.53592788376656e-05,"YDR361C","BCP1"
"Q06344",3.17460326629145e-05,3.04194609592347e-05,"YDR365C","ESF1"
"Q06346",3.40051124172606e-05,3.43754195733893e-05,"YDR367W","KEI1"
"Q06385",0.000113474676036814,0.000115919944349415,"YDR372C","VPS74"
"Q06405",5.04582343471604e-05,5.21008164654249e-05,"YDR377W","ATP17"
"Q06407",8.44905735852666e-07,8.77160546720284e-07,"YDR379W","RGA2"
"Q06408",1.85153719880412e-05,1.88266455730967e-05,"YDR380W","ARO10"
"Q06409",9.07617567268257e-06,8.75495804103555e-06,"YLR422W","YLR422W"
"Q06411",3.69998879642746e-06,3.46539984406174e-06,"YLR424W","SPP382"
"Q06412",3.62101768721847e-06,4.53381159161387e-06,"YLR425W","TUS1"
"Q06436",1.8080859228977e-07,2.02503541125704e-07,"YLR427W","MAG2"
"Q06440",4.23445539199397e-05,4.54242785384079e-05,"YLR429W","CRN1"
