"Accession","Gene","Protein","Min_1","Min_2","Min_3","Rich_1","Rich_2","Rich_3"
"P38890","YHR207C","SET5",1.24253284099936e-05,1.25783496660963e-05,1.26471063905433e-05,1.19132608427933e-05,1.28879968341085e-05,1.28040878421011e-05
"P38891","YHR208W","BAT1",0.00117866323142767,0.00119889836762421,0.00116846090709842,0.00029692753543149,0.000318424564630122,0.000318392697701038
"P38902","YOL005C","RPB11",4.1480965047558e-05,4.20256940735024e-05,4.00848356660579e-05,4.19424158298255e-05,4.64128217026902e-05,4.70763640907522e-05
"P38903","YOR014W","RTS1",2.84450451197791e-05,2.85481696524195e-05,2.83807777413637e-05,3.27151991445933e-05,3.36723699163858e-05,3.33926263761474e-05
"P38904","YDR464W","SPP41",2.87350319132062e-06,2.86827735560259e-06,2.93821810900935e-06,3.05113648520791e-06,3.47803579807044e-06,3.63005240841023e-06
"P38910","YOR020C","HSP10",0.000306139982772027,0.000304333518664334,0.00031029077970997,0.000308322372929079,0.000320928044352519,0.000320625550321286
"P38911","YML074C","FPR3",8.64171755616689e-05,9.32806739747987e-05,8.66888545776107e-05,0.000127651658088951,0.000133069189128286,0.000130828279049587
"P38912","YMR260C","TIF11",0.000151456609272568,0.000149940800961561,0.00015322369045689,0.00017342727159399,0.000187039058725856,0.000183954281231767
"P38913","YDL045C","FAD1",2.61563100360118e-06,2.55119076821494e-06,2.80540345200315e-06,2.62238931739559e-06,2.85034349618404e-06,2.79270083450162e-06
"P38915","YLR055C","SPT8",5.51560672350639e-06,5.15942864732898e-06,5.60209484899131e-06,5.02475590541536e-06,5.25299012887731e-06,5.40250246380875e-06
"P38920","YMR167W","MLH1",3.14269569946126e-06,2.80573297865246e-06,3.81978102322768e-06,3.97436364341307e-06,3.93642431455482e-06,3.65674297530332e-06
"P38921","YNL003C","PET8",1.82136156812046e-05,1.66308819180088e-05,1.80175051915896e-05,1.90792357957904e-05,1.93535490088354e-05,1.96567111410214e-05
"P38922","YNL004W","HRB1",4.43918607178211e-06,4.29868399522811e-06,4.61654264427755e-06,4.72856456270869e-06,4.88428036587388e-06,4.61588435291986e-06
"P38925","YOL122C","SMF1",1.3223170173192e-06,1.38693551477632e-06,1.4448547979332e-06,1.79650002387384e-06,1.99837724603815e-06,1.83479345987254e-06
"P38929","YGL006W","PMC1",0.000159224053723029,0.000160172934796875,0.00016920298375965,0.000171520844156571,0.000186027017587729,0.000182666372495988
"P38930","YOR039W","CKB2",1.12174490037683e-05,1.11893393248305e-05,1.10780955375081e-05,1.12391347081067e-05,1.25066731392373e-05,1.22222748544371e-05
"P38931","YDR443C","SSN2",1.77719275417259e-06,1.80330894696707e-06,1.8303500119159e-06,2.04432631632467e-06,2.11366430772162e-06,2.26501609535456e-06
"P38932","YGL095C","VPS45",1.07692817165926e-05,1.08431676601356e-05,1.14362790263673e-05,1.23185283646595e-05,1.32074311978324e-05,1.29386700701355e-05
"P38934","YOR198C","BFR1",0.000408694134866135,0.000421356817108403,0.000409363363882053,0.000550011272692624,0.000568203053714541,0.000593999421182205
"P38959","YDR080W","VPS41",3.70328209713403e-06,3.50499027389494e-06,3.90006870236489e-06,3.84595116231454e-06,4.22185572655797e-06,4.01253099576986e-06
"P38961","YDR083W","RRP8",1.46190369694525e-05,1.59449054039444e-05,1.55084107986371e-05,1.76700969985505e-05,1.8566033313539e-05,1.78394946256526e-05
"P38962","YDR084C","TVP23",1.09025154856182e-05,1.0875130227995e-05,1.20922225218524e-05,1.07604571288158e-05,1.27795668903806e-05,1.27020082372637e-05
"P38966","YDR089W","YDR089W",1.99241577331409e-05,1.88349161690496e-05,2.09471366589694e-05,2.06988763578799e-05,2.12238318165528e-05,2.0968656186983e-05
"P38968","YDL195W","SEC31",0.000514090271803094,0.000516256627968769,0.000506597626115626,0.000511712332495306,0.00053000963951944,0.000545661292809894
"P38969","YOR266W","PNT1",3.08078296806453e-06,3.01899237031352e-06,3.3468654642273e-06,3.11721658991674e-06,3.34539470799285e-06,3.32209343321e-06
"P38970","YJL165C","HAL5",1.8587557856787e-06,1.85301278369545e-06,1.89126860532639e-06,2.02754871918744e-06,2.09436386841185e-06,2.06799337263601e-06
"P38972","YGR061C","ADE6",0.00100459159322408,0.0010835675610192,0.00102804762274569,0.00129333494675014,0.00130451323057295,0.00131762398607792
"P38985","YDL092W","SRP14",1.74668050882818e-05,1.81886237477012e-05,1.76599597787259e-05,2.07360474897053e-05,2.21361085743521e-05,2.18279116937626e-05
"P38986","YDR321W","ASP1",3.80927144493754e-05,3.93342996601029e-05,3.93837964806151e-05,4.65793233281644e-05,4.6836719894191e-05,4.68319582444336e-05
"P38988","YDL198C","GGC1",0.00029645953881176,0.000299446001424511,0.000302098044093372,0.000171639174143209,0.00018931101076672,0.000202579649698041
"P38989","YFR031C","SMC2",4.66209361303489e-06,5.03751815725459e-06,5.50158426910828e-06,5.26676158329105e-06,5.70791827382163e-06,5.5053818667196e-06
"P38992","YDR297W","SUR2",7.97124550148433e-06,7.25616779135816e-06,8.17739990271596e-06,8.03737724457371e-06,8.31671228858732e-06,8.84316399193557e-06
"P38993","YMR058W","FET3",4.05885554871814e-06,4.51283802158456e-06,5.13119339418157e-06,4.58320531891005e-06,5.10394904707752e-06,6.01552512489456e-06
"P38994","YDR208W","MSS4",2.10847187263459e-06,1.99040598122954e-06,2.39233431475023e-06,2.25745592475018e-06,2.38739275780203e-06,2.43866025661908e-06
"P38996","YPL190C","NAB3",6.58297618801069e-05,6.74185392691831e-05,6.7872247161325e-05,7.05783999186036e-05,7.77283616242009e-05,7.99657432893073e-05
"P38998","YIR034C","LYS1",0.000529496549496503,0.000552245502625716,0.000560150245416217,8.19861967630649e-05,7.78869208471813e-05,8.97282227577227e-05
"P38999","YNR050C","LYS9",0.00127343847960932,0.00133169999404613,0.00129578067006105,0.000292976082844718,0.000286757341197319,0.000298510475467872
"P39002","YIL009W","FAA3",2.46424389995815e-05,2.51417477514477e-05,2.48731051482322e-05,2.96276282640303e-05,3.16474329876738e-05,2.85607234361346e-05
"P39004","YDR342C","HXT7",0.00154970581075381,0.000715556761988052,0.00114145749363512,0.00109602081225997,0.00132312925654908,0.00121569005538352
"P39006","YNL169C","PSD1",1.8415609527933e-05,1.91473100422283e-05,1.99809207768758e-05,2.53642553969441e-05,2.66220233547238e-05,2.59522429820442e-05
"P39007","YGL022W","STT3",7.11699352823366e-05,7.11953718700564e-05,7.22927672299509e-05,7.47470802765018e-05,7.61735388725938e-05,7.89589058264194e-05
"P39008","YNR052C","POP2",2.47830321310716e-05,2.45917869872237e-05,2.65705201347617e-05,2.85958399781525e-05,3.12757929819157e-05,2.81460992582908e-05
"P39009","YDL101C","DUN1",9.82455056281649e-06,9.67942381581753e-06,1.07089647954835e-05,1.05661776200496e-05,1.09505395694565e-05,1.14637733703533e-05
"P39010","YDR264C","AKR1",3.3726037239209e-05,3.57311202847504e-05,3.71087656213718e-05,4.27663959940777e-05,4.64041270769204e-05,4.78907313070541e-05
"P39011","YPL161C","BEM4",1.68705647861884e-05,1.75314699826669e-05,1.80226237199033e-05,1.7442276051547e-05,1.85105760209062e-05,1.82026022351374e-05
"P39012","YLR088W","GAA1",2.68629299556255e-05,2.73251377991672e-05,2.87000352899883e-05,2.96970107428818e-05,3.0730812347383e-05,3.12356429003791e-05
"P39013","YNL084C","END3",0.000103461598532044,0.00010555630445238,0.000102082419420264,9.14797534834545e-05,0.000101281457719321,0.000103045165895784
"P39015","YLR150W","STM1",0.000114592691539617,0.000118948484599168,0.000114261918790956,0.000126191657416263,0.000128608642917466,0.00012899898770852
"P39016","YGL178W","MPT5",4.57995636814082e-06,4.51454898483387e-06,4.48864576740948e-06,4.33888935931966e-06,5.06255318201426e-06,5.00255837342876e-06
"P39076","YIL142W","CCT2",0.000482959206434393,0.000496311462862347,0.000479086268299375,0.000576499784667361,0.000626237293738172,0.000612365559820739
"P39077","YJL014W","CCT3",0.000548442482186018,0.000560928001396879,0.000565098097828008,0.000620725328635475,0.000658124355385712,0.000670553321524138
"P39078","YDL143W","CCT4",0.000191964962116556,0.000192308342039341,0.000199508891657301,0.000218215528415206,0.000222911150128713,0.000224664896924023
"P39079","YDR188W","CCT6",0.000250588982380075,0.000266196527361638,0.000265655347842088,0.000303119009910005,0.000322742339141619,0.0003242571415274
"P39081","YDR228C","PCF11",8.22556813342609e-06,8.25770073506847e-06,9.32285245585921e-06,9.38592471221696e-06,1.05193479236191e-05,1.05108116327267e-05
"P39083","YOR127W","RGA1",4.78156280624116e-06,4.86344386146344e-06,5.1591236066194e-06,5.49288983381327e-06,5.93768767430777e-06,5.98002174124085e-06
"P39101","YER048C","CAJ1",8.10527257453499e-05,7.68365226075517e-05,8.40140262978959e-05,8.94827345755323e-05,9.77670559800918e-05,9.2866650369801e-05
"P39102","YLR090W","XDJ1",6.48770394382762e-06,6.56604077998159e-06,6.71826744443044e-06,5.11926837954962e-06,5.27400290928363e-06,5.40094772990218e-06
"P39103","YML129C","COX14",9.82372533960424e-07,9.60310878626152e-07,1.01802380893215e-06,1.06162208147142e-06,1.09273078439991e-06,1.14959663522749e-06
"P39104","YNL267W","PIK1",1.56327980159883e-05,1.59440398068498e-05,1.68055871040087e-05,1.84215840038422e-05,1.86638136523096e-05,1.83658267422021e-05
"P39105","YMR008C","PLB1",6.55446289251025e-05,6.6978515152718e-05,6.76367123703242e-05,7.7034763796125e-05,8.60663493945598e-05,8.28646347646681e-05
"P39106","YER001W","MNN1",2.86687652873566e-05,2.84458992829638e-05,2.88152038490055e-05,2.37298456330311e-05,2.93624114925613e-05,2.48564095110727e-05
"P39107","YPL050C","MNN9",7.21970496279844e-05,7.65667515701335e-05,7.65375652256412e-05,7.79484777725821e-05,8.0460685466104e-05,8.06539265245278e-05
"P39109","YDR135C","YCF1",0.000159935662201432,0.000157845970157861,0.000166059872618371,0.000144516614023473,0.000147815759738282,0.000152512543100957
"P39110","YMR138W","CIN4",1.76732193803315e-06,1.72980401861572e-06,2.01996816947507e-06,1.68028005518638e-06,1.73169661877717e-06,1.73285703591781e-06
"P39111","YGR020C","VMA7",9.18242140016539e-06,8.91069757783172e-06,8.75348812143945e-06,8.05016031242566e-06,8.32572417699814e-06,8.09833809212091e-06
"P39112","YMR287C","DSS1",7.16321941783209e-06,6.83604720103742e-06,7.86791363252165e-06,7.91207810278075e-06,8.02524462168798e-06,8.05855367055576e-06
"P39515","YJL143W","TIM17",5.31286233477146e-05,4.49399747236965e-05,4.92491185570803e-05,6.11000926066148e-05,5.24883146405255e-05,5.15465214646284e-05
"P39516","YJL191W","RPS14B",0.00545975416725459,0.0058470562816288,0.00584310662975579,0.00637083644398063,0.00672861526466301,0.00690245163534295
"P39517","YDL160C","DHH1",8.68799891805343e-05,8.73977424690716e-05,8.97507369027815e-05,9.26092549558273e-05,9.899470316076e-05,9.83012648623167e-05
"P39518","YER015W","FAA2",1.45168092693319e-05,1.66564304481278e-05,1.64191933972082e-05,1.97293279871276e-05,2.03042679567722e-05,2.38751646883414e-05
"P39521","YPR104C","FHL1",2.25731049698173e-07,2.32126901934912e-07,2.40052087439499e-07,2.35580027100743e-07,2.63811704647205e-07,2.47891633353412e-07
"P39522","YJR016C","ILV3",0.00114212841351339,0.00118355674240898,0.00112293445805471,0.00053679772473474,0.000536341432978168,0.000532086323582008
"P39523","YMR124W","YMR124W",1.62670980643214e-06,1.38033332759711e-06,1.96768307333083e-06,1.53234325838404e-06,1.66500218353927e-06,1.86757740031633e-06
"P39524","YAL026C","DRS2",2.13618026251464e-06,1.97989518895601e-06,2.21349709025347e-06,2.32598498229015e-06,2.47713568582035e-06,2.33396452263463e-06
"P39525","YER061C","CEM1",9.85452490028201e-06,1.05260712498171e-05,9.95979137464816e-06,9.54526408894372e-06,1.06303094575771e-05,1.03026213999563e-05
"P39526","YJL207C","LAA1",2.56858537995474e-05,2.54888053257441e-05,2.64581184705477e-05,2.80776280479323e-05,2.89204196136026e-05,2.89830922940639e-05
"P39529","YJL206C","YJL206C",8.33637784251764e-07,7.77587814521433e-07,9.49340279934702e-07,8.66444179806164e-07,9.25222541809139e-07,9.14801322755426e-07
"P39531","YJL204C","RCY1",7.70213849567089e-06,7.91184499478762e-06,7.71588276887046e-06,8.08006185448737e-06,8.75610949762294e-06,8.771039504425e-06
"P39533","YJL200C","ACO2",0.0009427007469607,0.000965711774863927,0.000958628274216018,0.000205355564640301,0.000190089046420639,0.000196336899732214
"P39535","YJL198W","PHO90",3.46123640211855e-05,3.69800849384795e-05,3.71566893939269e-05,4.09943795534914e-05,4.27627831784114e-05,4.37278681714792e-05
"P39538","YJL197W","UBP12",1.436536482658e-05,1.43489670197832e-05,1.50519113443769e-05,1.58976566023774e-05,1.72632411133191e-05,1.62469766608253e-05
"P39540","YJL196C","ELO1",5.00611519413749e-05,4.97904530139315e-05,5.73539236253821e-05,5.95048474045999e-05,5.12940186616602e-05,5.11792044571517e-05
"P39542","YJL193W","YJL193W",6.1311316159193e-07,5.94459029559354e-07,7.29486799807829e-07,7.50195130602653e-07,7.09161132388603e-07,8.22418285238078e-07
"P39543","YJL192C","SOP4",2.87433958564225e-06,2.6603401083031e-06,2.66143143119617e-06,3.23074751712907e-06,2.95815652459422e-06,3.10396795741588e-06
"P39548","YAR028W","YAR028W",4.39854393301875e-06,4.13628671087067e-06,4.11693311433483e-06,4.92333682686481e-06,5.14061412227828e-06,4.9948260026741e-06
"P39552","YAR033W","MST28",2.82171658013224e-06,2.84628789287973e-06,3.02622397720228e-06,3.18876212797935e-06,3.0896565331579e-06,2.92884960211767e-06
"P39676","YGR234W","YHB1",0.000231822617060381,0.000265423135964639,0.000255658716021814,0.000270061882762152,0.000401176881562075,0.000307865468072821
"P39677","YJL102W","MEF2",7.29652178994437e-06,6.80965757586435e-06,7.42455316586714e-06,6.85841028874194e-06,7.39981064203583e-06,6.7353845679231e-06
"P39678","YDL056W","MBP1",4.57330400543481e-06,4.84172705151137e-06,4.66294128779975e-06,5.17751399725574e-06,5.80909670619272e-06,5.56509235306768e-06
"P39682","YML046W","PRP39",2.82277294418518e-06,2.79902935654676e-06,3.1572579534375e-06,3.08262526801242e-06,3.13734684350651e-06,3.49972233147256e-06
"P39683","YOR209C","NPT1",0.000194254221849217,0.000198642971130089,0.000198802676620249,0.000205195362656867,0.000221585969472919,0.000222427143642283
"P39685","YMR129W","POM152",1.79525893944221e-05,1.79931806956598e-05,1.95467090671894e-05,2.13483360620047e-05,2.14745476506536e-05,2.03325897418027e-05
"P39692","YFR030W","MET10",0.00125636729091402,0.00131983068296547,0.00128915731325022,0.000128429949416482,0.000117223857826095,0.000129960420059919
"P39702","YAL002W","VPS8",4.80372056164565e-07,4.37484749950946e-07,4.76956981759057e-07,4.13422278015224e-07,4.60341099827579e-07,4.94373245632828e-07
"P39704","YAL007C","ERP2",2.05840136427887e-05,1.99408589367035e-05,2.330280788424e-05,2.12440062851738e-05,2.43299760560112e-05,2.36110964479287e-05
"P39705","YAR002W","NUP60",1.66931761193115e-06,1.64112689200118e-06,1.81111555088981e-06,2.19114609176937e-06,2.25283231181408e-06,2.20467221291866e-06
"P39707","YAR008W","SEN34",1.46090831960488e-06,1.44777306411172e-06,2.14612154406751e-06,1.69017620911707e-06,1.65474043880055e-06,1.70995124644216e-06
"P39708","YAL062W","GDH3",5.41959982306725e-07,6.05766380970528e-07,7.36357036727359e-07,3.51356666906354e-07,4.30254847529939e-07,5.55408788558062e-07
"P39714","YAL060W","BDH1",7.6376360263413e-05,7.40308044788068e-05,8.5281612248241e-05,6.38824740631352e-05,6.5274663365038e-05,6.5089696203017e-05
"P39718","YAL055W","PEX22",6.51759595732507e-07,6.45436789605671e-07,7.2781411555064e-07,7.06387697165402e-07,7.10325115757179e-07,7.63561818893303e-07
"P39719","YAL053W","FLC2",3.84638696529068e-05,4.17792802960849e-05,4.17355151768796e-05,4.06652994860419e-05,4.29269177257099e-05,4.48496782572714e-05
"P39720","YAL051W","OAF1",4.13914068260181e-06,4.45183028516059e-06,4.71259199154321e-06,2.89905778036168e-06,3.0834128937112e-06,3.33297640083966e-06
"P39721","YAL049C","AIM2",7.94209288847026e-06,8.43327989570026e-06,9.08230979138994e-06,8.95463928560356e-06,9.99478644508559e-06,1.07902231418641e-05
"P39722","YAL048C","GEM1",2.06567741339586e-06,1.93830903832866e-06,2.11367271642048e-06,1.94005796294458e-06,1.93782313930178e-06,1.97476583147707e-06
"P39723","YAL047C","SPC72",9.08174108989055e-06,9.02465335893645e-06,9.61496170839349e-06,9.07539870452293e-06,8.93445115511304e-06,9.15351130317782e-06
"P39726","YAL044C","GCV3",6.96127469939542e-06,7.07458295157882e-06,7.01252398414885e-06,6.1220448722567e-06,6.95876616201155e-06,6.57367042141701e-06
"P39727","YAL042W","ERV46",7.42046734133327e-06,7.96715149600627e-06,8.52967193787939e-06,9.91503342351476e-06,9.75874126040734e-06,9.97952347854927e-06
"P39729","YAL036C","RBG1",3.11431804361169e-05,3.25400812507698e-05,3.18749428754568e-05,4.04053931287404e-05,4.15110939962122e-05,4.00396387130047e-05
"P39730","YAL035W","FUN12",0.000406556361965993,0.000421498968477221,0.000416210413596516,0.000508607341807721,0.000540926906706844,0.000529922224805091
"P39731","YAL034W-A","MTW1",3.41066865652886e-06,3.29583384361074e-06,3.6756445106777e-06,3.74411732945019e-06,4.3651158534076e-06,4.17802411741541e-06
"P39732","YAL031C","GIP4",4.50263201816148e-06,4.41225152568832e-06,4.80029697429287e-06,4.61123734423611e-06,4.71765256840855e-06,4.89973228837541e-06
"P39742","YLR292C","SEC72",6.605804669659e-05,6.53485112623432e-05,6.71172259122787e-05,7.54108599888048e-05,7.88687656760131e-05,7.98994190751315e-05
"P39743","YDR388W","RVS167",4.62146964502261e-05,4.67189629366195e-05,4.70936757911073e-05,5.09194199627118e-05,5.50252521814564e-05,5.49496406236641e-05
"P39744","YOR206W","NOC2",5.66142308220553e-05,5.53590961684199e-05,5.79982795173578e-05,7.35130946263377e-05,8.06740980423903e-05,7.84301076233424e-05
"P39904","YDR484W","VPS52",8.12566994572447e-06,7.9901370183618e-06,9.00939346425572e-06,9.7622358508659e-06,9.16502070812252e-06,9.47036482587632e-06
"P39923","YEL062W","NPR2",3.58876756771502e-06,3.90789919809619e-06,3.7575607923461e-06,3.56658719410401e-06,4.09901284545673e-06,3.82190296916192e-06
"P39925","YER017C","AFG3",3.21793876914079e-05,3.30455569072118e-05,3.63869735509561e-05,3.47304424006782e-05,3.67141725216191e-05,3.59657727540056e-05
"P39926","YMR183C","SSO2",2.05876941043033e-05,2.03946381965829e-05,2.12664695781305e-05,1.93311834379546e-05,2.12228380824159e-05,2.11882338585554e-05
"P39927","YGR156W","PTI1",2.36869387808842e-05,2.30913847403433e-05,2.50469791356962e-05,2.34555491362412e-05,2.91428153037766e-05,2.76701803476555e-05
"P39929","YLR025W","SNF7",2.1565917140309e-05,2.02463369338724e-05,2.08245041170678e-05,1.92080886194172e-05,2.0506625051764e-05,2.03359069147917e-05
"P39931","YLR250W","SSP120",7.36600249417111e-05,7.53914194043846e-05,7.42851757773947e-05,5.88117140447188e-05,6.64359255171278e-05,6.52055018216873e-05
"P39935","YGR162W","TIF4631",0.0007228859300294,0.000688779482217025,0.000782787639342563,0.000803833061709266,0.000861069347519041,0.000843432131702743
"P39936","YGL049C","TIF4632",2.70909158548627e-05,2.37663205930879e-05,2.93718205480362e-05,2.73002108009085e-05,2.85522341325276e-05,2.64584925995769e-05
"P39938","YGL189C","RPS26A",0.000388595899269282,0.000363148085609652,0.000349413343595791,0.000499851223168187,0.000426058763771844,0.000433821865524716
"P39940","YER125W","RSP5",0.000128710244803435,0.00012981622740869,0.000134420035149295,0.000133171980598117,0.000139808349656708,0.000140822785057296
"P39944","YER144C","UBP5",1.80381255910735e-06,2.21161758194985e-06,2.03242458347711e-06,2.31606137451568e-06,2.53101719266014e-06,2.50235894096858e-06
"P39945","YER101C","AST2",1.90237107480957e-06,2.24177232217403e-06,1.86554273275026e-06,2.13599261567206e-06,2.21244335639353e-06,2.33862630053111e-06
"P39946","YOR269W","PAC1",1.12317706283066e-06,1.03107422250429e-06,1.0835821220996e-06,1.23123991113743e-06,1.17566950612656e-06,1.10770478470832e-06
"P39952","YER154W","OXA1",1.32084833343361e-05,1.30682985994271e-05,1.36370948790589e-05,1.52580120052381e-05,1.61004763757005e-05,1.69278034347409e-05
"P39953","YEL006W","YEA6",2.69827708250751e-06,2.76894209613497e-06,2.76970364202658e-06,2.70301603247767e-06,2.72563068703912e-06,2.77664565010718e-06
"P39954","YER043C","SAH1",0.00658284202049494,0.00689799152169995,0.00680442417656042,0.00946317238531124,0.0100816345920239,0.00990992942414568
"P39955","YER047C","SAP1",1.14505632785782e-07,1.16698681089745e-07,1.22804570062389e-07,1.15050788149721e-07,1.18424228633181e-07,1.26635938752174e-07
"P39956","YER169W","RPH1",9.82358604899727e-07,1.02342236552243e-06,1.05097579037503e-06,1.27742393800411e-06,1.19668274226401e-06,1.29375989988847e-06
"P39958","YER136W","GDI1",0.000213528372617442,0.00021988595722026,0.000211550349785763,0.000211900490941327,0.000236909138757426,0.000242718177864646
"P39960","YER155C","BEM2",3.23156350270896e-05,3.27711753534389e-05,3.35961919585033e-05,3.50466921445329e-05,3.71465062396039e-05,3.70602767701926e-05
"P39962","YER123W","YCK3",5.03597936497302e-06,5.15578681668276e-06,5.21514269899844e-06,6.28775944185583e-06,6.14167971746396e-06,5.87296043345553e-06
"P39965","YER087W","AIM10",7.38980257886351e-06,7.03537756423245e-06,7.8961487866502e-06,8.15190003369181e-06,8.3070160913532e-06,8.24623234799512e-06
"P39966","YER089C","PTC2",0.000107742857021884,0.000106042058119198,0.000108281788296619,0.000108579233110259,0.000113375150959739,0.000114101322258931
"P39968","YEL013W","VAC8",0.000118089450228709,0.000119061652618233,0.000122646978185843,0.00011008141896205,0.000116101260892598,0.000118851460537069
"P39969","YER114C","BOI2",1.84609225533179e-05,1.77661640852919e-05,1.85230999189178e-05,1.97812216355933e-05,1.96162103622334e-05,1.99506025646887e-05
"P39976","YEL071W","DLD3",0.00235149352831719,0.00224576424929074,0.00247628982642386,0.000703413705137116,0.000740757290943271,0.000701580446142884
"P39979","YEL066W","HPA3",6.77829716085228e-05,7.01633503860901e-05,6.92723774389085e-05,6.43961161552911e-05,6.65501098095676e-05,6.91716221064079e-05
"P39984","YEL056W","HAT2",1.08728884141393e-05,1.06371808017127e-05,1.16263046791695e-05,1.07463467198391e-05,1.16077237405074e-05,1.13730316009293e-05
"P39985","YEL055C","POL5",7.46676713232686e-05,7.56919213372334e-05,7.77503984934965e-05,9.21297282020942e-05,9.71198920807168e-05,9.46910305017773e-05
"P39986","YEL031W","SPF1",0.000220780156800668,0.000231566915277353,0.000228017379569613,0.000226741790989647,0.000243000716921764,0.000243143833023135
"P39988","YEL029C","BUD16",9.36897928506815e-06,9.26251595334998e-06,9.57065864687709e-06,6.19773847074013e-06,7.01401784654203e-06,7.37344437437573e-06
"P39990","YEL026W","SNU13",0.000158158704694609,0.000166376243776241,0.000158069492858155,0.00019622569394088,0.000209793813475019,0.00019930600177886
"P39993","YEL022W","GEA2",5.91369032937204e-05,6.05219257963254e-05,6.12495522502038e-05,6.6779209653138e-05,7.31006526577814e-05,7.38173029506386e-05
"P39996","YEL017W","GTT3",2.88019239406107e-06,2.72958690355753e-06,2.9808310858838e-06,2.55732070944744e-06,2.93384100517801e-06,2.88252385039567e-06
"P39998","YEL015W","EDC3",4.06707735375e-05,4.14998071064361e-05,4.33821677707791e-05,4.8371723450113e-05,5.00557754228647e-05,4.92587501104564e-05
"P40002","YEL007W","MIT1",8.88422091883846e-06,8.45061505107503e-06,9.81195039466447e-06,1.06361186560016e-05,1.02932986614145e-05,1.03710661589423e-05
"P40005","YEL003W","GIM4",5.00200159129001e-05,5.62189495266866e-05,5.49201120005641e-05,7.23662886632225e-05,7.00126782268514e-05,6.93643196523117e-05
"P40007","YER002W","NOP16",9.79307416565696e-07,1.04525050681563e-06,1.00825322079684e-06,1.34417544280283e-06,1.36464051786547e-06,1.40698012871987e-06
"P40008","YER004W","FMP52",0.000125110415056473,0.000124964983122207,0.0001279412415339,0.000110327087271274,0.000116727087271875,0.000123475465792945
"P40010","YER006W","NUG1",0.000132385423718224,0.000137937131946192,0.000132119900329404,0.000163902290268349,0.000170972659606786,0.000173713800634008
"P40012","YER014W","HEM14",2.7479982606477e-05,2.82851332722264e-05,2.75315954484928e-05,3.10876732619024e-05,3.455464480123e-05,3.37046719714822e-05
"P40013","YER016W","BIM1",9.60389668632133e-06,9.02602112142741e-06,9.42072872721697e-06,8.36618717648792e-06,9.32199474633984e-06,9.35875265154189e-06
"P40015","YER019W","ISC1",7.95200122883913e-06,7.75192283871626e-06,8.09697712052446e-06,8.08171117355231e-06,8.62563507817053e-06,8.68037474409924e-06
"P40016","YER021W","RPN3",0.00024714515926714,0.000249343536971405,0.000253315647574645,0.000262010634378543,0.00027687591448414,0.000277493680457304
"P40017","YER024W","YAT2",9.76234519686886e-06,1.16864223620959e-05,1.25345050659e-05,7.92500948476905e-06,9.40357172243762e-06,9.36430470243179e-06
"P40018","YER029C","SMB1",5.66697841401961e-06,6.09129244461469e-06,5.95780596129468e-06,8.76101886334671e-06,9.16961676215245e-06,9.27180862988769e-06
"P40019","YER030W","CHZ1",2.48595942303183e-06,2.3709935685116e-06,2.21468979796694e-06,1.93349555289575e-06,2.76798806825279e-06,2.63351483221451e-06
"P40024","YER036C","ARB1",0.000435824664377871,0.000467280811065364,0.00045769708988769,0.000583981185913404,0.000583407179732029,0.000584636446028569
"P40029","YER042W","MXR1",7.44519222298533e-05,7.41931275073116e-05,7.51563545962079e-05,2.59190362705167e-05,2.98232841244743e-05,3.06613399121615e-05
"P40030","YER044C","ERG28",0.000171123057639304,0.000185656479238178,0.000184907784718921,0.000116602706168587,0.000162541512756723,0.000134849340846514
"P40032","YER049W","TPA1",2.57791501312801e-05,2.73249252670956e-05,2.74173099616942e-05,3.09925945999057e-05,3.2840548519472e-05,3.13803509596968e-05
"P40035","YER053C","PIC2",7.26098572149407e-06,7.43165672631242e-06,7.89379219271951e-06,6.42560520053709e-06,6.74747636318239e-06,7.05304064251127e-06
"P40037","YER057C","HMF1",0.00104989782795798,0.00103127361978793,0.00105943709391577,0.000702749680718784,0.000803482236416748,0.000804622186750989
"P40038","YER059W","PCL6",4.90844075993507e-06,5.20815563534623e-06,5.35304650512535e-06,5.38887232648336e-06,6.57241440653459e-06,5.96362515758572e-06
"P40040","YER063W","THO1",0.000108845426644948,0.000106914377456193,0.000106632873459185,8.66685754616115e-05,9.40265657280293e-05,9.53609429453327e-05
"P40041","YER064C","VHR2",1.36849689862919e-07,1.22282186110602e-07,1.86464894959353e-07,6.93546633817549e-07,6.88622018796465e-07,6.73998652916151e-07
"P40045","YER071C","TDA2",1.32083147541222e-06,1.22157783483466e-06,1.36024314348793e-06,1.15575580793926e-06,1.33178660624813e-06,1.32853508290811e-06
"P40047","YER073W","ALD5",0.000148515440097552,0.000149300637528242,0.00015569014303736,5.13766558785986e-05,5.31725904373952e-05,5.32644907746352e-05
"P40051","YER078C","ICP55",1.08213435999012e-05,1.03993147506224e-05,1.18126140184094e-05,1.06434709355409e-05,1.12945817842217e-05,1.18209411174461e-05
"P40053","YER080W","AIM9",8.30428362270518e-05,8.17039674752106e-05,8.48286632875885e-05,9.57081918862437e-05,9.92651027836743e-05,9.82100953243855e-05
"P40054","YER081W","SER3",0.000619947936085079,0.000632986623645994,0.000607422536196853,0.000584558699857986,0.000604689524801531,0.000599463442748971
"P40055","YER082C","UTP7",8.78292089931188e-06,8.93413055495727e-06,9.10474817745519e-06,1.23032810425981e-05,1.25692025049207e-05,1.24225351193949e-05
